                 Time [s]	     Steps	  RhsEvals	 LinSetups	  NIters	 NConvFails	  NErrFails	 Order	  StepSize [s]
       5716991.0001042876	     27450	     40433	      5238	   40432	        154	       1645	     3	    631.499083
       5720437.1430158308	     27458	     40448	      5240	   40447	        154	       1646	     3	    501.738945
       5724038.9589060154	     27475	     40476	      5248	   40475	        154	       1650	     3	     43.374713
       5727613.1063237842	     27493	     40496	      5252	   40495	        154	       1651	     3	    239.125493
       5731509.7027851893	     27507	     40516	      5255	   40515	        154	       1652	     3	    508.633913
       5735070.1401767833	     27514	     40524	      5255	   40523	        154	       1652	     3	    508.633913
       5738426.7570085339	     27521	     40534	      5256	   40533	        154	       1653	     3	    304.813353
       5742262.1145305382	     27536	     40555	      5258	   40554	        154	       1654	     3	    297.859997
       5745836.4344889456	     27548	     40572	      5259	   40571	        154	       1654	     3	    297.859997
       5749316.1338022957	     27562	     40603	      5264	   40602	        154	       1656	     3	    126.311243
       5752930.5593850650	     27578	     40632	      5268	   40631	        154	       1657	     2	    131.866843
       5756446.7865998046	     27590	     40646	      5270	   40645	        154	       1657	     2	    439.195488
       5760175.5159947937	     27603	     40675	      5275	   40674	        154	       1658	     2	    425.721604
       5764246.6163078034	     27611	     40685	      5276	   40684	        154	       1658	     2	    758.385343
       5767306.6253524804	     27638	     40746	      5297	   40745	        154	       1669	     3	    165.826109
       5770831.4081846029	     27651	     40769	      5302	   40768	        154	       1671	     2	     76.622247
       5774515.8223179076	     27666	     40789	      5307	   40788	        154	       1672	     3	    257.563877
       5778200.4095441587	     27677	     40807	      5311	   40806	        154	       1674	     3	    221.425272
       5781738.2363835825	     27685	     40819	      5313	   40818	        154	       1674	     3	    651.849558
       5785418.3891151194	     27694	     40833	      5314	   40832	        154	       1675	     3	    408.905859
       5789171.6833262257	     27702	     40843	      5315	   40842	        154	       1675	     3	    649.929528
       5792421.3309680969	     27707	     40848	      5315	   40847	        154	       1675	     3	    649.929528
       5796291.9739874154	     27715	     40862	      5317	   40861	        154	       1676	     3	    595.986243
       5799867.8914424609	     27721	     40868	      5317	   40867	        154	       1676	     3	    595.986243
       5803324.7030542139	     27728	     40880	      5319	   40879	        154	       1678	     3	    171.658756
       5806870.8811917966	     27742	     40903	      5324	   40902	        154	       1680	     4	     78.507444
       5810697.7716867300	     27762	     40926	      5328	   40925	        154	       1680	     4	    598.874663
       5814306.2707266863	     27771	     40942	      5331	   40941	        154	       1682	     3	    415.102826
       5817669.6524988431	     27780	     40960	      5336	   40959	        154	       1685	     2	     88.484376
       5821370.1046410743	     27794	     40976	      5340	   40975	        154	       1685	     3	    650.591656
       5824917.2494123606	     27803	     40995	      5344	   40994	        154	       1688	     3	    153.639608
       5828410.5090997135	     27815	     41011	      5348	   41010	        154	       1689	     3	    340.137042
       5832208.0188893406	     27829	     41040	      5352	   41039	        154	       1690	     3	    272.735724
       5835698.8434940409	     27840	     41062	      5357	   41061	        154	       1692	     3	    200.961241
       5839210.4162791017	     27858	     41098	      5363	   41097	        154	       1696	     3	     65.838664
       5842886.4605014157	     27896	     41158	      5370	   41157	        154	       1698	     4	    133.064516
       5846402.3944254732	     27913	     41196	      5377	   41195	        154	       1702	     4	     21.851638
       5850035.7875046916	     27938	     41233	      5386	   41232	        154	       1705	     3	     57.669527
       5853613.5240615224	     27975	     41297	      5399	   41296	        154	       1710	     3	    101.807595
       5857235.6151357023	     28004	     41333	      5403	   41332	        154	       1711	     3	    172.090578
       5860970.6851121979	     28017	     41352	      5406	   41351	        154	       1712	     4	    289.852521
       5864473.4404194104	     28028	     41364	      5407	   41363	        154	       1712	     3	    447.041308
       5868049.7708795043	     28036	     41372	      5407	   41371	        154	       1712	     3	    447.041308
       5871742.6536148153	     28045	     41389	      5409	   41388	        154	       1713	     3	    281.796791
       5875207.8498900263	     28055	     41399	      5411	   41398	        154	       1713	     3	    643.950610
       5879071.5535478173	     28061	     41412	      5412	   41411	        154	       1713	     3	    643.950610
       5882403.0303222658	     28338	     41859	      5465	   41858	        163	       1720	     2	      4.581274
       5886026.3264248595	     28506	     42098	      5481	   42097	        163	       1720	     2	     81.040499
       5889722.7067940272	     28542	     42148	      5484	   42147	        163	       1720	     2	    124.313966
       5893338.2001467291	     28566	     42182	      5489	   42181	        163	       1721	     2	    221.902905
       5896888.6466266904	     28582	     42205	      5490	   42204	        163	       1721	     2	    221.902905
       5900687.3379005967	     28597	     42236	      5492	   42235	        163	       1721	     2	    339.439830
       5904081.7361979289	     28607	     42251	      5493	   42250	        163	       1721	     2	    339.439830
       5907600.9177343724	     28625	     42291	      5503	   42290	        164	       1726	     2	      1.074955
       5911480.9997205138	     28712	     42437	      5526	   42436	        164	       1730	     3	    312.972589
       5914844.7620739266	     28744	     42486	      5534	   42485	        164	       1733	     2	    117.105811
       5918400.1880243793	     28788	     42570	      5547	   42569	        168	       1735	     2	      0.219183
       5922102.0511844605	     28988	     42875	      5583	   42874	        168	       1740	     2	    108.188258
       5925601.1401426373	     29022	     42941	      5600	   42940	        168	       1749	     2	      1.419151
       5929245.5316413688	     29172	     43173	      5624	   43172	        168	       1752	     2	    157.916399
       5932877.6088289339	     29195	     43200	      5625	   43199	        168	       1752	     2	    157.916399
       5936400.8699161848	     29227	     43245	      5627	   43244	        168	       1753	     2	     85.056223
       5940103.5996771660	     29266	     43298	      5630	   43297	        168	       1753	     2	    127.893673
       5943632.9629388982	     29311	     43350	      5632	   43349	        168	       1754	     2	     69.318620
       5947227.1360115437	     29345	     43388	      5636	   43387	        168	       1754	     2	    187.001282
       5950848.5324772382	     29368	     43415	      5637	   43414	        168	       1755	     2	    102.047154
       5954604.0004394958	     29395	     43449	      5640	   43448	        168	       1755	     2	    233.408795
       5958105.1323714675	     29410	     43465	      5641	   43464	        168	       1755	     2	    233.408795
       5961606.2643034393	     29425	     43481	      5641	   43480	        168	       1755	     2	    233.408795
       5965340.8050308758	     29441	     43499	      5642	   43498	        168	       1755	     2	    233.408795
       5969089.1682971222	     29455	     43516	      5644	   43515	        168	       1755	     2	    473.728860
       5972405.2703194637	     29462	     43524	      5644	   43523	        168	       1755	     2	    473.728860
       5976301.7801167797	     29477	     43545	      5646	   43544	        168	       1756	     2	    308.491070
       5979695.1818880858	     29488	     43556	      5646	   43555	        168	       1756	     2	    308.491070
       5983397.0747295106	     29500	     43570	      5647	   43569	        168	       1756	     2	    308.491070
       5987098.9675709354	     29512	     43584	      5648	   43583	        168	       1756	     2	    308.491070
       5990492.3693422414	     29523	     43595	      5648	   43594	        168	       1756	     2	    308.491070
       5994238.3353187051	     29533	     43607	      5649	   43606	        168	       1756	     2	    473.754889
       5998028.3744302075	     29541	     43615	      5649	   43614	        168	       1756	     2	    473.754889
       6001242.6953372359	     29549	     43632	      5652	   43631	        168	       1758	     2	    129.918571
       6004918.1932397233	     29566	     43653	      5655	   43652	        168	       1759	     2	    172.595946
       6008542.7081044512	     29587	     43676	      5656	   43675	        168	       1759	     2	    172.595946
       6012240.7991207885	     29604	     43696	      5657	   43695	        168	       1759	     2	    268.090938
       6015725.9813129725	     29617	     43710	      5658	   43709	        168	       1759	     2	    268.090938
       6019579.8082361240	     29627	     43723	      5660	   43722	        168	       1759	     2	    638.332202
       6023014.1674245549	     29633	     43732	      5661	   43731	        168	       1760	     2	    242.698180
       6026449.9825131986	     29648	     43753	      5665	   43752	        168	       1762	     2	    102.712573
       6030103.2765687751	     29661	     43767	      5669	   43766	        168	       1762	     2	    716.791753
       6033687.2353339782	     29666	     43773	      5669	   43772	        168	       1762	     2	    716.791753
       6037271.1940991813	     29671	     43778	      5669	   43777	        168	       1762	     2	    716.791753
       6040980.2711114697	     29684	     43796	      5671	   43795	        168	       1763	     2	    472.994556
       6044525.2808501525	     29697	     43817	      5673	   43816	        168	       1764	     2	    256.001265
       6048130.5972642386	     29717	     43841	      5674	   43840	        168	       1765	     2	    139.485197
       6051796.3714020411	     29739	     43869	      5677	   43868	        168	       1765	     2	    570.561592
       6055219.7409560056	     29745	     43876	      5677	   43875	        168	       1765	     2	    570.561592
       6058933.3804512117	     29752	     43886	      5678	   43885	        168	       1766	     2	    290.269941
       6062416.6197461095	     29764	     43899	      5678	   43898	        168	       1766	     2	    290.269941
       6066190.1289822487	     29777	     43915	      5679	   43914	        168	       1766	     2	    290.269941
       6069600.3133152490	     30058	     44410	      5745	   44409	        177	       1776	     2	      0.571996
       6073200.0764089515	     30208	     44655	      5781	   44654	        180	       1782	     2	      0.294733
       6076835.3326429408	     30473	     45099	      5819	   45098	        180	       1788	     3	     53.998760
       6080597.5091873044	     30491	     45122	      5823	   45121	        180	       1788	     2	    249.536334
       6084091.0178586571	     30505	     45142	      5824	   45141	        180	       1788	     2	    249.536334
       6087604.3504271079	     30520	     45161	      5825	   45160	        180	       1789	     2	    134.680115
       6091200.1432288792	     30555	     45228	      5838	   45227	        180	       1796	     2	      0.870489
       6094865.0265789283	     30689	     45429	      5866	   45428	        180	       1802	     2	     75.515635
       6098400.1125242840	     30742	     45524	      5879	   45523	        184	       1802	     2	      1.508023
       6102069.5101518976	     30908	     45787	      5911	   45786	        185	       1805	     2	    160.705612
       6105604.8094425853	     30945	     45855	      5916	   45854	        185	       1807	     2	     70.214909
       6109200.9633044535	     30982	     45922	      5922	   45921	        185	       1809	     2	      4.472364
       6112925.0259189419	     31061	     46049	      5938	   46048	        185	       1810	     2	    133.979251
       6116563.9670003457	     31089	     46093	      5943	   46092	        185	       1811	     2	    212.023827
       6120168.3720548423	     31106	     46110	      5943	   46109	        185	       1811	     2	    212.023827
       6123772.7771093389	     31123	     46141	      5944	   46140	        185	       1811	     2	    212.023827
       6127339.8516416829	     31138	     46167	      5947	   46166	        185	       1811	     2	    340.929537
       6130937.6332673924	     31148	     46178	      5948	   46177	        185	       1811	     2	    529.415791
       6134643.5438053785	     31155	     46186	      5948	   46185	        185	       1811	     2	    529.415791
       6138182.9158197735	     31165	     46202	      5949	   46201	        185	       1812	     2	    278.732092
       6141806.4330101507	     31178	     46216	      5949	   46215	        185	       1812	     2	    278.732092
       6145617.6331964340	     31188	     46229	      5951	   46228	        185	       1812	     2	    425.000559
       6149017.6376668122	     31196	     46237	      5951	   46236	        185	       1812	     2	    425.000559
       6152417.6421371903	     31204	     46246	      5952	   46245	        185	       1812	     2	    425.000559
       6156044.0138735771	     31213	     46260	      5953	   46259	        185	       1813	     2	    226.367266
       6159735.1711126324	     31225	     46276	      5954	   46275	        185	       1813	     2	    365.617273
       6163391.3438397925	     31235	     46291	      5955	   46290	        185	       1813	     2	    365.617273
       6166831.5688709263	     31243	     46300	      5956	   46299	        185	       1813	     2	    623.260697
       6170461.9619751908	     31251	     46315	      5959	   46314	        185	       1815	     2	    313.908361
       6174571.8698941246	     31260	     46327	      5961	   46326	        185	       1815	     3	    925.838162
       6178275.2225417234	     31264	     46333	      5961	   46332	        185	       1815	     3	    925.838162
       6181637.2220907416	     31270	     46345	      5962	   46344	        185	       1816	     3	    560.333258
       6184942.3959238026	     31277	     46360	      5963	   46359	        185	       1817	     3	    354.613600
       6188488.5319250766	     31287	     46379	      5963	   46378	        185	       1817	     3	    354.613600
       6192034.6679263506	     31297	     46394	      5964	   46393	        185	       1817	     3	    354.613600
       6195925.4166602902	     31306	     46404	      5965	   46403	        185	       1817	     2	    587.689044
       6199376.0757440161	     31313	     46415	      5966	   46414	        185	       1818	     2	    256.106931
       6202974.2963643186	     31321	     46427	      5969	   46426	        185	       1819	     2	    339.979260
       6206570.1364217093	     31329	     46436	      5971	   46435	        185	       1819	     2	    829.067614
       6210283.1412820294	     31334	     46445	      5972	   46444	        185	       1820	     2	    396.734404
       6213600.9077205323	     31539	     46823	      6044	   46822	        196	       1834	     2	      1.821197
       6217392.0663796300	     31625	     46966	      6067	   46965	        196	       1838	     2	    264.510514
       6220830.7030601706	     31638	     46979	      6067	   46978	        196	       1838	     2	    264.510514
       6224533.8502545990	     31652	     47006	      6068	   47005	        196	       1838	     2	    264.510514
       6228639.5950632663	     31667	     47039	      6074	   47038	        196	       1840	     2	    805.909292
       6231863.2322328212	     31671	     47043	      6074	   47042	        196	       1840	     2	    805.909292
       6235701.4042924261	     31676	     47051	      6076	   47050	        196	       1841	     2	    614.534890
       6239316.2560007963	     31682	     47061	      6078	   47060	        196	       1842	     2	    542.177258
       6243119.7109821085	     31688	     47068	      6079	   47067	        196	       1842	     2	    817.372974
       6246389.2028797735	     31692	     47073	      6079	   47072	        196	       1842	     2	    817.372974
       6249658.6947774384	     31696	     47077	      6079	   47076	        196	       1842	     2	    817.372974
       6253215.7116973205	     31701	     47084	      6080	   47083	        196	       1843	     2	    287.525022
       6257122.1343618706	     31725	     47116	      6084	   47115	        196	       1844	     2	    373.540901
       6260841.6652200492	     31733	     47128	      6087	   47127	        196	       1845	     2	    485.640636
       6264494.0188103011	     31740	     47136	      6088	   47135	        196	       1845	     2	    738.509774
       6267812.6454457520	     31745	     47144	      6089	   47143	        196	       1846	     2	    364.587540
       6271458.5208453489	     31755	     47154	      6089	   47153	        196	       1846	     2	    364.587540
       6275104.3962449459	     31765	     47167	      6090	   47166	        196	       1846	     2	    364.587540
       6278551.8008791888	     31775	     47182	      6091	   47181	        196	       1847	     2	    166.116775
       6282139.8269814746	     31785	     47193	      6094	   47192	        196	       1847	     3	    749.374072
       6285822.7813617382	     31794	     47211	      6097	   47210	        196	       1849	     2	    271.333461
       6289885.1139056431	     31803	     47222	      6099	   47221	        196	       1849	     2	    833.485967
       6292955.1743792538	     31808	     47232	      6101	   47231	        196	       1851	     2	    196.860781
       6296798.5450216606	     31818	     47243	      6103	   47242	        196	       1851	     3	    741.080364
       6300503.9468410276	     31823	     47249	      6103	   47248	        196	       1851	     3	    741.080364
       6303877.0418008529	     31831	     47262	      6104	   47261	        196	       1852	     3	    421.636870
       6307715.7867439641	     31877	     47371	      6122	   47370	        197	       1860	     1	    527.585655
       6311064.1534922905	     31882	     47376	      6122	   47375	        197	       1860	     2	    882.804891
       6314595.3730564676	     31886	     47380	      6122	   47379	        197	       1860	     2	    882.804891
       6318726.1518390346	     31890	     47385	      6123	   47384	        197	       1860	     2	   1482.364109
       6321690.8800579030	     31892	     47388	      6123	   47387	        197	       1860	     2	   1482.364109
       6325447.1890502321	     31898	     47401	      6126	   47400	        197	       1862	     2	    554.773483
       6329312.9349668082	     31904	     47407	      6127	   47406	        197	       1862	     2	   1091.878501
       6332896.2710170383	     31907	     47413	      6129	   47412	        197	       1863	     2	    814.951650
       6336156.0776189836	     31911	     47417	      6129	   47416	        197	       1863	     2	    814.951650
       6339636.4967368906	     32089	     47756	      6188	   47755	        207	       1870	     2	     69.623911
       6343445.2944389489	     32108	     47789	      6193	   47788	        207	       1870	     3	    292.752801
       6347100.3430273421	     32124	     47813	      6196	   47812	        207	       1871	     2	    326.946015
       6350590.7916328833	     32133	     47825	      6198	   47824	        207	       1872	     2	    229.745024
       6354100.5263759177	     32145	     47848	      6202	   47847	        207	       1873	     2	    244.077864
       6357646.0124311326	     32156	     47861	      6203	   47860	        207	       1873	     2	    416.203775
       6361389.2664684998	     32166	     47879	      6205	   47878	        207	       1874	     2	    206.811920
       6364905.0691097546	     32183	     47896	      6205	   47895	        207	       1874	     2	    206.811920
       6368400.1032297220	     32206	     47951	      6217	   47950	        209	       1877	     1	      1.345103
       6372000.0183595931	     32265	     48051	      6231	   48050	        211	       1877	     3	      8.225384
       6375629.3736306503	     32359	     48177	      6248	   48176	        211	       1880	     2	    100.883737
       6379200.4509538366	     32397	     48250	      6254	   48249	        211	       1883	     2	      5.206183
       6382823.0232687546	     32436	     48302	      6263	   48301	        211	       1884	     3	    126.168120
       6386544.4450471513	     32519	     48455	      6282	   48454	        215	       1885	     2	    256.993414
       6390142.3528499529	     32533	     48486	      6285	   48485	        215	       1885	     2	    256.993414
       6393625.6866066828	     32547	     48514	      6289	   48513	        215	       1886	     2	    142.419368
       6397200.0495056128	     32601	     48615	      6304	   48614	        220	       1888	     2	      0.326011
       6400976.1770817982	     32808	     48953	      6342	   48952	        222	       1894	     3	    182.053616
       6404435.1957912194	     32827	     48984	      6343	   48983	        222	       1894	     3	    182.053616
       6408011.8201974574	     32881	     49085	      6363	   49084	        225	       1898	     2	    178.543101
       6411600.7456360683	     32901	     49126	      6373	   49125	        227	       1900	     2	      7.256432
       6415345.7824123846	     32937	     49168	      6379	   49167	        227	       1900	     3	    208.531124
       6418903.2063845405	     32965	     49212	      6384	   49211	        227	       1902	     3	    117.052627
       6422400.0784574728	     33000	     49312	      6403	   49311	        231	       1906	     2	      0.250144
       6426110.1259805616	     33094	     49445	      6421	   49444	        231	       1908	     2	    150.075257
       6429605.6284612659	     33114	     49485	      6427	   49484	        232	       1910	     3	      8.412519
       6433235.0555641921	     33153	     49535	      6433	   49534	        232	       1911	     3	    136.642066
       6436801.9021213576	     33217	     49646	      6445	   49645	        232	       1915	     2	    167.992376
       6440505.8261857647	     33254	     49722	      6457	   49721	        232	       1917	     2	    150.307109
       6444000.1272924272	     33285	     49806	      6476	   49805	        240	       1917	     2	      0.436859
       6447608.7885103263	     33541	     50230	      6509	   50229	        240	       1923	     2	     45.479514
       6451246.3477125494	     33576	     50277	      6513	   50276	        240	       1923	     2	    307.986000
       6454942.1797174169	     33588	     50293	      6513	   50292	        240	       1923	     2	    307.986000
       6458651.2195836948	     33598	     50311	      6516	   50310	        240	       1923	     2	    758.986324
       6462003.3294916693	     33608	     50347	      6526	   50346	        242	       1926	     2	     17.054477
       6465666.8714860491	     33638	     50397	      6536	   50396	        242	       1928	     2	    115.491831
       6469245.7674512845	     33730	     50564	      6572	   50563	        245	       1938	     2	     51.246783
       6472831.9331898959	     33776	     50628	      6575	   50627	        245	       1939	     2	     74.340844
       6476433.9709466873	     33824	     50699	      6584	   50698	        245	       1941	     2	     68.311441
       6480317.8947401494	     33836	     50715	      6590	   50714	        245	       1942	     3	    381.528338
       6483751.6497832239	     33845	     50725	      6590	   50724	        245	       1942	     3	    381.528338
       6487224.5511947544	     33859	     50751	      6593	   50750	        245	       1943	     3	    211.665127
       6490806.3174568312	     33885	     50794	      6596	   50793	        245	       1944	     3	    134.804045
       6494567.3900684891	     33909	     50844	      6603	   50843	        245	       1946	     2	    177.572031
       6498370.6793385576	     33928	     50877	      6609	   50876	        245	       1947	     2	    445.894399
       6501729.1286290847	     33936	     50896	      6612	   50895	        245	       1948	     2	    237.188499
       6505286.9561189450	     33951	     50924	      6615	   50923	        245	       1948	     2	    237.188499
       6508844.7836088054	     33966	     50947	      6617	   50946	        245	       1948	     2	    237.188499
       6512435.9452598393	     33991	     50990	      6621	   50989	        245	       1949	     2	    120.260958
       6516043.7739914600	     34021	     51035	      6624	   51034	        245	       1949	     2	    120.260958
       6519772.7582343528	     34045	     51069	      6627	   51068	        245	       1949	     2	    185.085670
       6523283.0865736129	     34069	     51105	      6634	   51104	        246	       1950	     1	    149.143283
       6526862.5253584431	     34093	     51131	      6635	   51130	        246	       1950	     1	    149.143283
       6530441.9641432734	     34117	     51156	      6636	   51155	        246	       1950	     1	    149.143283
       6534220.9247916276	     34135	     51176	      6637	   51175	        246	       1950	     2	    227.313394
       6538020.8019240806	     34147	     51189	      6639	   51188	        246	       1950	     2	    534.642305
       6541228.6557524139	     34153	     51195	      6639	   51194	        246	       1950	     2	    534.642305
       6544988.4435395459	     34160	     51206	      6641	   51205	        246	       1951	     2	    264.532720
       6548400.1639094288	     34180	     51258	      6654	   51257	        250	       1953	     2	      0.388008
       6552072.4164943201	     34362	     51546	      6685	   51545	        250	       1957	     3	    110.549201
       6555603.2998547293	     34385	     51597	      6694	   51596	        251	       1960	     2	      3.384942
       6559333.8065057471	     34561	     51872	      6725	   51871	        252	       1970	     2	    146.783130
       6562850.0408793036	     34587	     51916	      6729	   51915	        252	       1971	     2	     71.751376
       6566584.5147569105	     34625	     51972	      6734	   51971	        252	       1971	     2	    190.424735
       6570012.1599905379	     34643	     51997	      6735	   51996	        252	       1971	     2	    190.424735
       6573630.2299593668	     34662	     52020	      6736	   52019	        252	       1971	     2	    190.424735
       6577248.2999281958	     34681	     52042	      6737	   52041	        252	       1971	     2	    190.424735
       6581513.8320367550	     34693	     52056	      6740	   52055	        252	       1971	     2	   1049.113262
       6584661.1718232762	     34696	     52059	      6740	   52058	        252	       1971	     2	   1049.113262
       6588857.6248719711	     34700	     52064	      6740	   52063	        252	       1971	     2	   1049.113262
       6592004.9646584922	     34703	     52067	      6740	   52066	        252	       1971	     2	   1049.113262
       6596201.4177071871	     34707	     52071	      6740	   52070	        252	       1971	     2	   1049.113262
       6599348.7574937083	     34710	     52074	      6740	   52073	        252	       1971	     2	   1049.113262
       6602496.0972802294	     34713	     52078	      6741	   52077	        252	       1971	     2	   1049.113262
       6606692.5503289243	     34717	     52083	      6741	   52082	        252	       1971	     2	   1049.113262
       6609839.8901154455	     34720	     52086	      6741	   52085	        252	       1971	     2	   1049.113262
       6613416.7682971405	     34724	     52093	      6742	   52092	        252	       1972	     2	    429.538395
       6616990.5626106756	     34732	     52105	      6744	   52104	        252	       1973	     2	    347.544943
       6620649.5455964152	     34742	     52116	      6745	   52115	        252	       1973	     2	    531.078498
       6624367.0950800702	     34749	     52124	      6745	   52123	        252	       1973	     2	    531.078498
       6627894.9489663746	     34755	     52131	      6746	   52130	        252	       1973	     2	    872.461398
       6631336.2275545280	     34762	     52144	      6749	   52143	        252	       1975	     2	    332.021868
       6635223.3378475411	     34771	     52156	      6750	   52155	        252	       1975	     2	    556.750238
       6638719.2604081947	     34777	     52167	      6754	   52166	        252	       1977	     2	    341.745593
       6642240.4096779795	     34784	     52174	      6756	   52173	        252	       1977	     2	    923.291567
       6645933.5759458551	     34788	     52179	      6756	   52178	        252	       1977	     2	    923.291567
       6649626.7422137307	     34792	     52184	      6756	   52183	        252	       1977	     2	    923.291567
       6653319.9084816063	     34796	     52188	      6756	   52187	        252	       1977	     2	    923.291567
       6656400.1349219792	     34805	     52236	      6770	   52235	        259	       1978	     2	      0.183479
       6660015.0152497217	     34981	     52497	      6802	   52496	        259	       1984	     2	    141.180825
       6663613.6234814487	     35005	     52534	      6806	   52533	        259	       1985	     2	    247.366530
       6667324.1214333940	     35020	     52558	      6807	   52557	        259	       1985	     2	    247.366530
       6670807.2491772054	     35037	     52590	      6814	   52589	        260	       1988	     2	     10.320001
       6674464.6418089326	     35080	     52641	      6819	   52640	        260	       1988	     3	    112.106229
       6678102.4760314599	     35185	     52818	      6843	   52817	        265	       1988	     1	    177.271886
       6681647.9137467369	     35205	     52842	      6845	   52841	        265	       1988	     1	    177.271886
       6685370.6233477779	     35226	     52869	      6847	   52868	        265	       1988	     1	    177.271886
       6689058.1228651069	     35243	     52893	      6849	   52892	        265	       1988	     2	    273.540094
       6692400.1565722320	     35257	     52943	      6866	   52942	        271	       1990	     2	      1.573789
       6696104.6255262448	     35348	     53058	      6880	   53057	        271	       1991	     3	    140.868541
       6699693.9372234279	     35374	     53115	      6885	   53114	        271	       1992	     2	    269.636440
       6703210.3524438692	     35384	     53126	      6886	   53125	        271	       1992	     2	    406.311576
       6706808.1030719532	     35396	     53162	      6895	   53161	        274	       1993	     2	     15.089932
       6710422.8265556237	     35437	     53217	      6900	   53216	        274	       1993	     3	    113.097023
       6714092.1111999955	     35462	     53256	      6904	   53255	        274	       1994	     2	    202.035707
       6717620.1704382878	     35476	     53275	      6906	   53274	        274	       1994	     2	    341.947576
       6721273.4783433005	     35498	     53315	      6908	   53314	        274	       1995	     2	    157.683825
       6725452.4557487741	     35508	     53332	      6912	   53331	        274	       1995	     2	    932.778976
       6728673.3557036640	     35512	     53339	      6913	   53338	        274	       1996	     2	    422.563026
       6732233.6869848799	     35520	     53355	      6916	   53354	        274	       1997	     2	    357.957850
       6735707.8422955712	     35529	     53369	      6919	   53368	        274	       1999	     2	    126.928103
       6739369.9944726294	     35549	     53396	      6921	   53395	        274	       1999	     2	    197.152485
       6743064.9352915967	     35559	     53413	      6926	   53412	        274	       2000	     2	    320.885377
       6746446.8626999883	     35570	     53433	      6928	   53432	        274	       2001	     2	    173.073640
       6750141.2869980959	     35589	     53463	      6933	   53462	        274	       2002	     2	    440.109173
       6754134.2325159693	     35597	     53479	      6935	   53478	        274	       2002	     2	    676.145241
       6757509.3467981601	     35605	     53500	      6938	   53499	        274	       2003	     2	    337.137300
       6760880.7197972247	     35615	     53514	      6939	   53513	        274	       2003	     2	    337.137300
       6764796.8985233167	     35626	     53531	      6941	   53530	        274	       2003	     2	    544.805727
       6768065.7328854809	     35632	     53543	      6942	   53542	        274	       2003	     2	    544.805727
       6771837.4535739021	     35646	     53572	      6945	   53571	        274	       2004	     2	    269.408621
       6775329.2893724898	     35668	     53612	      6951	   53611	        275	       2005	     1	    134.273847
       6778820.4093848700	     35694	     53647	      6954	   53646	        275	       2005	     1	    134.273847
       6782542.5049371617	     35719	     53680	      6957	   53679	        275	       2005	     1	    207.323724
       6786067.0082441131	     35736	     53698	      6958	   53697	        275	       2005	     1	    207.323724
       6789805.3936096812	     35757	     53724	      6961	   53723	        275	       2006	     2	    227.701201
       6793220.9116181331	     35772	     53740	      6962	   53739	        275	       2006	     2	    227.701201
       6796864.1308271484	     35788	     53757	      6963	   53756	        275	       2006	     2	    227.701201
       6800437.9875397766	     35799	     53769	      6964	   53768	        275	       2006	     2	    361.344139
       6804282.8027485572	     35808	     53780	      6965	   53779	        275	       2006	     2	    558.916792
       6808025.1352345105	     35823	     53802	      6970	   53801	        275	       2008	     3	    517.703786
       6811649.0617335290	     35830	     53810	      6970	   53809	        275	       2008	     3	    517.703786
       6814905.2771427557	     35842	     53829	      6972	   53828	        275	       2010	     3	    192.777821
       6818637.6163001703	     36011	     54061	      7008	   54060	        278	       2019	     2	    289.892429
       6822021.4080682267	     36019	     54070	      7010	   54069	        278	       2019	     2	    762.777061
       6825807.1665299162	     36027	     54086	      7015	   54085	        278	       2022	     2	    282.772527
       6829263.6156839300	     36035	     54095	      7017	   54094	        278	       2022	     2	    711.446367
       6833171.3363342090	     36044	     54108	      7020	   54107	        278	       2023	     3	    759.045840
       6837822.2685234947	     36049	     54114	      7021	   54113	        278	       2023	     2	   1614.748830
       6840129.5198453208	     36051	     54119	      7022	   54118	        278	       2024	     2	    692.502492
       6844166.4689274263	     36057	     54129	      7024	   54128	        278	       2025	     2	    574.436622
       6847507.3132156841	     36062	     54136	      7025	   54135	        278	       2025	     2	   1043.097802
       6851126.9341011355	     36066	     54144	      7026	   54143	        278	       2026	     2	    490.327480
       6854544.7389829569	     36072	     54150	      7027	   54149	        278	       2026	     2	    966.167483
       6858409.4089158587	     36076	     54156	      7027	   54155	        278	       2026	     2	    966.167483
       6861703.6258517709	     36080	     54163	      7028	   54162	        278	       2027	     2	    395.714486
       6865204.9025740791	     36088	     54173	      7029	   54172	        278	       2027	     2	    731.275319
       6868877.2959039705	     36098	     54188	      7031	   54187	        278	       2028	     2	    525.404922
       6872555.1303546987	     36105	     54197	      7031	   54196	        278	       2028	     2	    525.404922
       6876232.9648054270	     36112	     54204	      7031	   54203	        278	       2028	     2	    525.404922
       6879910.7992561553	     36119	     54214	      7032	   54213	        278	       2028	     2	    525.404922
       6883382.9155533388	     36125	     54221	      7033	   54220	        278	       2028	     2	    845.091690
       6887018.5913390778	     36131	     54232	      7035	   54231	        278	       2029	     2	    736.678377
       6890603.6464298973	     36140	     54245	      7037	   54244	        278	       2030	     2	    549.451009
       6894124.8491708580	     36154	     54266	      7042	   54265	        278	       2032	     3	    628.809474
       6897897.7060125377	     36160	     54274	      7042	   54273	        278	       2032	     3	    628.809474
       6901434.0949137658	     36166	     54283	      7044	   54282	        278	       2033	     2	    510.575503
       6905008.1234374782	     36173	     54291	      7044	   54290	        278	       2033	     2	    510.575503
