                 Time [s]	     Steps	  RhsEvals	 LinSetups	  NIters	 NConvFails	  NErrFails	 Order	  StepSize [s]
          3614.2137714683	        93	       129	        25	     128	          0	          6	     3	    144.093871
          7342.3343189370	       113	       158	        31	     157	          0	          8	     4	    403.024701
         10881.7411427266	       128	       189	        40	     188	          0	         13	     3	     82.493131
         14421.4947580577	       149	       224	        45	     223	          0	         15	     2	     85.321152
         18275.5257859028	       168	       250	        50	     249	          0	         16	     4	    503.459784
         21603.9493908978	       179	       274	        55	     273	          0	         19	     4	     42.139696
         25219.5714622378	       201	       304	        60	     303	          0	         21	     3	     32.444395
         28839.7214339232	       219	       334	        68	     333	          0	         24	     3	    126.366244
         32471.0850189030	       233	       353	        72	     352	          0	         25	     4	    336.959519
         36233.2875508844	       245	       374	        77	     373	          0	         27	     3	    307.437421
         39635.3657295662	       254	       386	        78	     385	          0	         27	     3	    466.222768
         43257.6063156021	       264	       405	        82	     404	          0	         29	     3	    259.471848
         46880.4752273591	       277	       429	        87	     428	          0	         32	     3	    158.301639
         50421.3603568918	       293	       463	        93	     462	          0	         34	     3	    139.235522
         54017.1647473292	       310	       494	       100	     493	          0	         37	     4	     44.335535
         57678.5953198169	       329	       524	       107	     523	          0	         39	     3	    123.491088
         61528.3788124864	       357	       560	       116	     559	          0	         41	     3	    409.992859
         65329.4544581791	       363	       568	       117	     567	          0	         41	     3	    678.216557
         68406.6083931861	       368	       575	       118	     574	          0	         42	     3	    364.287706
         72085.2030056780	       379	       596	       121	     595	          0	         44	     2	    215.763712
         75762.3290947244	       391	       614	       123	     613	          0	         44	     2	    336.648328
         79265.3148797726	       400	       637	       129	     636	          0	         46	     2	    289.583356
         82891.0432764429	       409	       648	       130	     647	          0	         46	     2	    544.452905
         86573.2131588868	       419	       673	       136	     672	          0	         49	     3	    186.451171
         90063.0862340933	       431	       697	       141	     696	          0	         51	     2	     90.108480
         93823.7410759953	       444	       717	       146	     716	          0	         52	     4	    379.702667
         97231.9156968000	       455	       734	       149	     733	          0	         54	     4	    231.932169
        100873.7103808859	       471	       763	       157	     762	          0	         58	     4	     94.227436
        104507.8685754869	       492	       785	       158	     784	          0	         58	     4	    181.352806
        108166.8827587830	       500	       797	       160	     796	          0	         58	     4	    616.279914
        111600.0968576165	       521	       889	       183	     888	          7	         62	     3	      0.134155
        115241.8220049468	      1326	      2014	       264	    2013	          7	         82	     3	     46.712484
        118850.3373106774	      1431	      2168	       275	    2167	          7	         85	     3	     82.241602
        122400.0684693487	      1482	      2268	       287	    2267	          9	         90	     3	      0.117374
        126024.7548662593	      1848	      2733	       336	    2732	          9	        103	     2	     38.228509
        129650.0324121313	      1916	      2806	       340	    2805	          9	        103	     2	     57.954258
        133203.6196171985	      1962	      2859	       345	    2858	          9	        105	     2	     20.144803
        136800.8090754318	      1999	      2905	       350	    2904	          9	        107	     2	      6.616822
        140486.2781811946	      2047	      2963	       356	    2962	          9	        108	     2	    117.017377
        144089.0221601584	      2072	      2994	       359	    2993	          9	        109	     2	     90.089557
        147666.4429372058	      2110	      3054	       367	    3053	          9	        112	     3	    105.174607
        151255.2494715561	      2133	      3086	       371	    3085	          9	        114	     2	     72.031652
        154845.6891923382	      2155	      3117	       376	    3116	          9	        116	     2	     63.252331
        158495.2007740848	      2172	      3138	       380	    3137	          9	        117	     2	    144.186671
        162042.8840086687	      2189	      3159	       382	    3158	          9	        118	     2	     91.595562
        165622.4729164829	      2212	      3189	       385	    3188	          9	        118	     2	    238.026415
        169356.9973104068	      2226	      3208	       388	    3207	          9	        119	     2	    338.206164
        172890.9638342575	      2237	      3222	       389	    3221	          9	        120	     2	    151.904879
        176407.5734763418	      2253	      3240	       390	    3239	          9	        120	     2	    235.453462
        180174.8288658613	      2269	      3258	       391	    3257	          9	        120	     2	    235.453462
        183706.6307935358	      2284	      3275	       392	    3274	          9	        120	     2	    235.453462
        187238.4327212104	      2299	      3290	       392	    3289	          9	        120	     2	    235.453462
        190957.9075800764	      2322	      3317	       394	    3316	          9	        121	     2	    199.278773
        194544.9254950508	      2340	      3336	       395	    3335	          9	        121	     2	    199.278773
        198131.9434100252	      2358	      3365	       396	    3364	          9	        121	     2	    199.278773
        201671.8975424180	      2373	      3386	       398	    3385	          9	        121	     2	    336.971907
        205378.5885216110	      2384	      3407	       400	    3406	          9	        121	     2	    336.971907
        208909.4814573849	      2395	      3421	       401	    3420	          9	        122	     2	    161.173864
        212411.2403936167	      2590	      3695	       436	    3694	         14	        130	     2	     20.179696
        216017.4957777161	      2743	      3888	       445	    3887	         14	        130	     2	     32.531170
        219635.8165330473	      2800	      3955	       449	    3954	         14	        130	     2	     92.073184
        223314.4850168671	      2829	      3987	       451	    3986	         14	        130	     2	    164.112194
        227013.0666545785	      2845	      4005	       453	    4004	         14	        130	     2	    317.367413
        230425.2858548757	      2860	      4032	       457	    4031	         15	        130	     2	    159.203218
        234020.7983953530	      2879	      4057	       461	    4056	         15	        131	     2	    349.597051
        237732.2721820283	      2891	      4073	       462	    4072	         15	        132	     2	    188.366775
        241318.4812244749	      2901	      4087	       465	    4086	         15	        132	     2	    741.102003
        244872.3108556540	      2911	      4100	       466	    4099	         15	        133	     2	    355.382963
        248426.1404868331	      2921	      4112	       466	    4111	         15	        133	     2	    355.382963
        252584.2381520430	      2930	      4124	       468	    4123	         15	        133	     2	    675.266629
        255960.5712962138	      2935	      4129	       468	    4128	         15	        133	     2	    675.266629
        259336.9044403846	      2940	      4134	       468	    4133	         15	        133	     2	    675.266629
        262805.3103785528	      2950	      4147	       470	    4146	         15	        134	     2	    469.643170
        266562.4557378822	      2958	      4156	       470	    4155	         15	        134	     2	    469.643170
        270319.6010972116	      2966	      4164	       470	    4163	         15	        134	     2	    469.643170
        273607.1032866248	      2973	      4172	       471	    4171	         15	        134	     2	    469.643170
        277364.2486459542	      2981	      4181	       471	    4180	         15	        134	     2	    469.643170
        281121.3940052837	      2989	      4190	       472	    4189	         15	        134	     2	    469.643170
        284408.8961946969	      2996	      4197	       472	    4196	         15	        134	     2	    469.643170
        288166.0415540263	      3004	      4206	       472	    4205	         15	        134	     2	    469.643170
        291923.1869133557	      3012	      4216	       473	    4215	         15	        134	     2	    469.643170
        295210.6891027690	      3019	      4223	       473	    4222	         15	        134	     2	    469.643170
        298967.8344620984	      3027	      4231	       473	    4230	         15	        134	     2	    469.643170
        302724.9798214278	      3035	      4242	       474	    4241	         15	        134	     2	    469.643170
        306012.4820108410	      3042	      4249	       474	    4248	         15	        134	     2	    469.643170
        309790.1644168310	      3054	      4265	       476	    4264	         15	        135	     2	    204.209508
        313261.7260538245	      3071	      4284	       477	    4283	         15	        135	     2	    204.209508
        316863.5920025341	      3093	      4315	       480	    4314	         15	        137	     2	     99.075259
        320496.7872123311	      3120	      4350	       485	    4349	         15	        139	     2	     98.964912
        324025.4285358791	      3138	      4370	       487	    4369	         15	        139	     2	    285.312588
        327662.2699593711	      3155	      4395	       491	    4394	         15	        141	     2	    130.038577
        331516.0829677936	      3170	      4412	       493	    4411	         15	        141	     3	    337.250631
        334888.5892771158	      3180	      4422	       493	    4421	         15	        141	     3	    337.250631
        338599.5488146282	      3188	      4431	       494	    4430	         15	        141	     3	    506.076379
        342142.0834695508	      3195	      4439	       494	    4438	         15	        141	     3	    506.076379
        345667.8123548384	      3206	      4453	       495	    4452	         15	        142	     3	    301.965251
        349291.3953620539	      3218	      4466	       496	    4465	         15	        142	     3	    301.965251
        353008.3917890642	      3228	      4479	       498	    4478	         15	        143	     2	    212.087908
        356800.9593248097	      3239	      4492	       500	    4491	         15	        143	     2	    488.587722
        360260.9170526373	      3247	      4503	       501	    4502	         15	        144	     2	    264.215698
        363675.1815362130	      3260	      4523	       504	    4522	         15	        145	     2	    225.334683
        367259.1711567832	      3270	      4537	       505	    4536	         15	        145	     3	    358.398962
        371006.6308121101	      3282	      4558	       509	    4557	         15	        146	     2	    569.396590
        374463.8431312946	      3290	      4570	       511	    4569	         15	        147	     2	    473.763778
        378016.6401181177	      3299	      4585	       515	    4584	         15	        149	     3	    403.398753
        381766.5185957063	      3309	      4601	       518	    4600	         15	        150	     3	    587.775076
        385283.0388918606	      3320	      4619	       520	    4618	         15	        152	     3	    193.230368
        388839.8937554191	      3334	      4634	       521	    4633	         15	        152	     4	    299.684082
        392436.1027429918	      3346	      4648	       521	    4647	         15	        152	     4	    299.684082
        396067.4330377987	      3371	      4686	       526	    4685	         15	        154	     3	    218.374873
        399678.9517324435	      3382	      4700	       528	    4699	         15	        154	     3	    576.052706
        403297.7893206197	      3396	      4725	       534	    4724	         15	        157	     3	    229.530212
        406902.5945849161	      3417	      4755	       542	    4754	         15	        159	     3	    443.805795
        410541.8799666365	      3428	      4772	       544	    4771	         15	        160	     3	    604.421317
        414283.9575421083	      3438	      4789	       547	    4788	         15	        162	     3	    305.554144
        417696.3788112177	      3447	      4802	       549	    4801	         15	        163	     3	    256.884574
        421333.1955360486	      3457	      4814	       551	    4813	         15	        163	     4	    651.773263
        425114.9361605294	      3465	      4825	       552	    4824	         15	        164	     4	    447.138195
        428692.0417170151	      3473	      4833	       552	    4832	         15	        164	     4	    447.138195
        432255.0166746514	      3482	      4848	       554	    4847	         15	        165	     4	    293.381930
        435698.5166771220	      3506	      4882	       562	    4881	         15	        168	     2	    272.246467
        439262.4102193853	      3517	      4896	       563	    4895	         15	        168	     2	    414.542068
        442811.4855930678	      3532	      4914	       565	    4913	         15	        169	     2	    404.816656
        446454.8354926834	      3541	      4925	       565	    4924	         15	        169	     2	    404.816656
        450040.4846237208	      3550	      4937	       567	    4936	         15	        170	     2	    347.115887
        453655.6179472331	      3560	      4952	       569	    4951	         15	        171	     2	    219.329762
        457458.4148966122	      3572	      4969	       571	    4968	         15	        172	     3	    318.860138
        460850.4044267595	      3583	      4984	       572	    4983	         15	        173	     3	    203.388152
        464461.1884817320	      3603	      5008	       573	    5007	         15	        174	     3	    127.224987
        468013.3639104447	      3625	      5033	       576	    5032	         15	        174	     2	    332.016707
        471802.9589143325	      3640	      5055	       580	    5054	         15	        176	     2	    205.773317
        475277.2974330778	      3653	      5069	       581	    5068	         15	        176	     2	    319.956946
        479315.7027053900	      3663	      5081	       582	    5080	         15	        176	     2	    529.665900
        482493.6981032028	      3669	      5088	       582	    5087	         15	        176	     2	    529.665900
        486201.3594006511	      3676	      5095	       582	    5094	         15	        176	     2	    529.665900
        489683.7651735773	      3684	      5109	       585	    5108	         15	        178	     2	    105.812730
        493351.4705635753	      3704	      5138	       590	    5137	         15	        180	     3	    154.132389
        496825.3653747107	      3718	      5153	       592	    5152	         15	        180	     3	    366.909920
        500907.3008901014	      3729	      5169	       595	    5168	         15	        181	     3	    649.926222
        504156.9319999811	      3734	      5175	       595	    5174	         15	        181	     3	    649.926222
        507812.4746884352	      3740	      5183	       596	    5182	         15	        182	     3	    405.911579
        511288.5261140267	      3748	      5193	       597	    5192	         15	        182	     3	    634.670376
        514963.7913991084	      3759	      5210	       599	    5209	         15	        184	     3	    217.047436
        518465.3542606330	      3770	      5225	       602	    5224	         15	        185	     3	    314.184848
        522013.8416736268	      3782	      5244	       606	    5243	         15	        187	     3	    275.578180
        525798.4171437741	      3796	      5268	       612	    5267	         15	        189	     3	    332.501332
        529455.9317950405	      3807	      5280	       612	    5279	         15	        189	     3	    332.501332
        532996.9007392880	      3817	      5298	       614	    5297	         15	        189	     2	    548.456957
        536637.5003091719	      3827	      5312	       616	    5311	         15	        190	     2	    471.959072
        540413.1728864217	      3835	      5324	       616	    5323	         15	        190	     2	    471.959072
        543716.8863915153	      3842	      5338	       616	    5337	         15	        190	     2	    471.959072
        547285.9205542791	      3857	      5359	       617	    5358	         15	        191	     2	    237.935611
        550951.8430589273	      3870	      5376	       621	    5375	         15	        192	     2	    270.073253
        554491.2578533450	      3880	      5387	       622	    5386	         15	        192	     2	    437.809706
        558073.3695080952	      3893	      5404	       624	    5403	         15	        193	     3	    423.927225
        561721.8063402496	      3907	      5423	       626	    5422	         15	        194	     2	    377.452666
        565300.6490225588	      3917	      5437	       627	    5436	         15	        195	     2	    181.768687
        568934.4591674559	      3929	      5453	       630	    5452	         15	        196	     2	    175.035696
        572502.4522925636	      3943	      5473	       633	    5472	         15	        197	     2	    172.872485
        576072.3194917707	      3957	      5490	       634	    5489	         15	        197	     2	    277.386340
        579638.9051952673	      3983	      5526	       643	    5525	         15	        200	     3	    339.072048
        583368.6977195966	      3994	      5539	       644	    5538	         15	        200	     3	    339.072048
        587136.6249767088	      4004	      5550	       645	    5549	         15	        200	     3	    527.675438
        590830.3530419453	      4011	      5558	       645	    5557	         15	        200	     3	    527.675438
        594251.2155632746	      4018	      5568	       646	    5567	         15	        201	     3	    254.809894
        597757.1152913996	      4029	      5581	       647	    5580	         15	        201	     3	    395.408073
        601235.5005710494	      4039	      5595	       650	    5594	         15	        202	     4	    577.089460
        605275.1267918410	      4046	      5604	       650	    5603	         15	        202	     4	    577.089460
        608457.6922433445	      4065	      5632	       654	    5631	         15	        204	     4	    125.173605
        612135.9224048256	      4085	      5655	       655	    5654	         15	        204	     3	    194.277020
        615632.9087726822	      4103	      5683	       656	    5682	         15	        204	     3	    194.277020
        619243.3537205007	      4119	      5706	       659	    5705	         15	        205	     2	    169.613602
        622839.4156745012	      4132	      5721	       661	    5720	         15	        205	     3	    506.200651
        626565.6170221905	      4145	      5741	       664	    5740	         15	        207	     3	    190.554804
        630409.0552216182	      4157	      5755	       666	    5754	         15	        207	     4	    522.391965
        633822.9262164785	      4164	      5766	       667	    5765	         15	        208	     4	    279.519206
        637352.4446496749	      4176	      5781	       670	    5780	         15	        209	     3	    500.713365
        641260.5429974089	      4183	      5790	       671	    5789	         15	        209	     3	    903.818157
        644623.7117611513	      4190	      5804	       674	    5803	         15	        211	     3	    320.208332
        648022.5951094952	      4199	      5818	       676	    5817	         15	        212	     3	    353.241576
        651778.4703330165	      4210	      5837	       678	    5836	         15	        213	     3	    223.459460
        655468.5832315411	      4221	      5855	       680	    5854	         15	        213	     3	    360.354887
        658822.7402018367	      4228	      5865	       682	    5864	         15	        214	     2	    262.035314
        662443.3761086240	      4239	      5884	       686	    5883	         15	        216	     2	    214.703804
        666032.4511677597	      4260	      5916	       692	    5915	         15	        218	     2	    496.536803
        669683.4326555297	      4272	      5935	       696	    5934	         15	        219	     3	    447.744848
        673253.1903928008	      4280	      5947	       698	    5946	         15	        220	     3	    435.543801
        677081.0424995112	      4288	      5957	       699	    5956	         15	        220	     3	    779.045502
        680544.2438690111	      4293	      5968	       700	    5967	         15	        221	     3	    347.019361
        684140.8184872208	      4303	      5982	       702	    5981	         15	        222	     3	    293.715154
        688004.8243469673	      4313	      5996	       705	    5995	         15	        223	     4	    437.031029
        691387.2646623569	      4323	      6010	       707	    6009	         15	        224	     3	    443.580616
        694807.4150183188	      4330	      6021	       709	    6020	         15	        225	     3	    463.352174
        698615.2411532396	      4338	      6035	       712	    6034	         15	        226	     3	    746.035034
        702168.2049457004	      4346	      6052	       716	    6051	         15	        229	     3	    229.222654
        705796.5967861023	      4357	      6071	       720	    6070	         15	        231	     3	    204.979222
        709251.7517686316	      4369	      6089	       723	    6088	         15	        232	     4	    294.390536
        712871.7741029143	      4389	      6114	       724	    6113	         15	        233	     4	    175.033253
        716547.4724065535	      4410	      6139	       725	    6138	         15	        233	     4	    175.033253
        720262.6733501019	      4428	      6162	       729	    6161	         15	        234	     4	    318.432669
        723773.9980161007	      4439	      6179	       732	    6178	         15	        235	     4	    595.818357
        727309.4276825349	      4448	      6195	       735	    6194	         15	        237	     3	    381.336568
        731027.4432324406	      4458	      6211	       738	    6210	         15	        239	     3	    248.625882
        734716.3135602733	      4467	      6223	       740	    6222	         15	        239	     4	    634.728378
        738241.8683225852	      4473	      6232	       741	    6231	         15	        240	     4	    351.912870
        741851.4648456153	      4484	      6251	       745	    6250	         15	        242	     3	    405.046581
        745354.0998349158	      4495	      6270	       748	    6269	         15	        244	     3	    186.863549
        748842.5705667719	      4506	      6283	       750	    6282	         15	        244	     3	    525.662835
        752779.5100365770	      4524	      6313	       756	    6312	         15	        247	     3	    515.351003
        756022.6759621914	      4528	      6320	       758	    6319	         15	        248	     3	    562.830142
        759935.9651069029	      4537	      6335	       760	    6334	         15	        249	     3	    513.971369
        763359.9271298751	      4544	      6348	       763	    6347	         15	        251	     3	    191.234754
        766867.8885682260	      4555	      6365	       768	    6364	         15	        253	     4	     73.532156
        771072.3779677113	      4568	      6380	       773	    6379	         15	        253	     4	    911.651165
        774091.6465617463	      4573	      6389	       774	    6388	         15	        254	     4	    603.853719
        777714.7688745882	      4579	      6395	       774	    6394	         15	        254	     4	    603.853719
        781337.8911874301	      4585	      6401	       774	    6400	         15	        254	     4	    603.853719
        785090.0443933891	      4594	      6415	       776	    6414	         15	        255	     3	    626.909505
        788851.5014223888	      4600	      6422	       776	    6421	         15	        255	     3	    626.909505
        792378.6254762280	      4606	      6431	       777	    6430	         15	        256	     3	    392.576530
        795874.5673843215	      4613	      6441	       778	    6440	         15	        256	     3	    641.878596
        799467.9909221779	      4619	      6452	       779	    6451	         15	        257	     3	    384.030556
        802826.5427163903	      4626	      6460	       780	    6459	         15	        257	     3	    719.199508
        806828.2845567142	      4635	      6475	       782	    6474	         15	        258	     3	    665.235896
        810154.4640367529	      4640	      6482	       782	    6481	         15	        258	     3	    665.235896
        813783.0547551948	      4646	      6491	       783	    6490	         15	        259	     3	    302.411238
        817374.8803512463	      4656	      6503	       784	    6502	         15	        259	     3	    491.648976
        820916.9893372667	      4665	      6519	       786	    6518	         15	        261	     3	    160.713725
        824514.9580621589	      4679	      6536	       788	    6535	         15	        261	     3	    463.355659
        828447.2920107428	      4690	      6553	       791	    6552	         15	        262	     4	    689.794638
        831849.0539681545	      4698	      6565	       792	    6564	         15	        263	     4	    425.220245
        835361.7574355208	      4708	      6582	       795	    6581	         15	        265	     3	    274.740045
        838835.3588840573	      4728	      6613	       804	    6612	         15	        269	     3	    470.773998
        842570.7517312155	      4740	      6631	       806	    6630	         15	        270	     3	    374.851474
        846027.1842449236	      4747	      6639	       807	    6638	         15	        270	     2	    582.969523
        849766.8487628751	      4755	      6654	       810	    6653	         15	        272	     2	    290.437706
        853310.8199240058	      4763	      6664	       812	    6663	         15	        272	     3	    833.503501
        857068.8466445539	      4777	      6686	       817	    6685	         15	        274	     4	    441.274359
        860599.0415156285	      4785	      6695	       817	    6694	         15	        274	     4	    441.274359
        864588.1502799609	      4793	      6705	       818	    6704	         15	        274	     3	    670.731306
        867941.8068075274	      4798	      6710	       818	    6709	         15	        274	     3	    670.731306
        871448.8439544662	      4806	      6722	       819	    6721	         15	        275	     3	    405.186549
        874943.1442826076	      4813	      6730	       820	    6729	         15	        275	     2	    624.518044
        878442.4995930032	      4817	      6735	       821	    6734	         15	        275	     2	    958.279089
        882099.6124745520	      4825	      6750	       826	    6749	         15	        278	     3	    100.815318
        886050.4753901454	      4837	      6763	       829	    6762	         15	        278	     4	    569.993095
        889470.4339592453	      4843	      6770	       829	    6769	         15	        278	     4	    569.993095
        892890.3925283452	      4849	      6776	       829	    6775	         15	        278	     4	    569.993095
        896880.3441922951	      4856	      6785	       830	    6784	         15	        278	     4	    569.993095
        900300.3027613950	      4862	      6793	       830	    6792	         15	        278	     4	    569.993095
        903797.0115598269	      4871	      6809	       833	    6808	         15	        280	     3	    470.981382
        907501.9112062985	      4878	      6821	       835	    6820	         15	        281	     3	    382.630560
        910876.2726341586	      4885	      6830	       836	    6829	         15	        281	     3	    614.613062
        914733.2047904180	      4892	      6840	       837	    6839	         15	        282	     3	    391.933422
        918500.2540437772	      4900	      6851	       838	    6850	         15	        282	     2	    602.460714
        921662.4413109330	      4908	      6868	       843	    6867	         15	        285	     2	    107.679539
        925375.6029325430	      4931	      6902	       852	    6901	         15	        288	     3	    210.532309
        928961.1891685508	      4941	      6913	       854	    6912	         15	        288	     4	    517.217451
        932413.5683973479	      4948	      6927	       855	    6926	         15	        289	     4	    349.074524
        936009.6458615744	      4962	      6954	       863	    6953	         15	        293	     3	     64.996026
        939741.8126256429	      4976	      6975	       868	    6974	         15	        294	     3	    520.856664
        943387.8092752806	      4983	      6983	       868	    6982	         15	        294	     3	    520.856664
        946902.2437074067	      4992	      6998	       871	    6997	         15	        296	     3	    303.234104
        950771.0724271382	      5002	      7010	       872	    7009	         15	        296	     3	    470.531640
        954041.4139193447	      5009	      7021	       874	    7020	         15	        297	     3	    447.151650
        957959.5177863116	      5019	      7036	       877	    7035	         15	        298	     4	    744.184084
        961448.5538369444	      5025	      7046	       878	    7045	         15	        299	     4	    500.166971
        964949.7226316677	      5032	      7053	       878	    7052	         15	        299	     4	    500.166971
        968450.8914263911	      5039	      7061	       878	    7060	         15	        299	     4	    500.166971
        972086.9307133742	      5048	      7077	       881	    7076	         15	        301	     3	    326.135968
        976013.5706180185	      5058	      7089	       882	    7088	         15	        301	     3	    492.456025
        979265.8741929069	      5064	      7096	       883	    7095	         15	        301	     3	    790.023450
        983201.8650485241	      5071	      7109	       885	    7108	         15	        302	     3	    704.063888
        986722.1844867248	      5076	      7114	       885	    7113	         15	        302	     3	    704.063888
        990242.5039249255	      5081	      7119	       885	    7118	         15	        302	     3	    704.063888
        993792.4228514354	      5088	      7130	       887	    7129	         15	        303	     3	    796.909396
        997656.6712190489	      5096	      7143	       889	    7142	         15	        304	     3	    714.479162
       1000881.6648660536	      5101	      7152	       890	    7151	         15	        305	     3	    367.076999
       1004476.3110004722	      5111	      7168	       893	    7167	         15	        306	     3	    554.332620
       1008447.0460786133	      5120	      7185	       897	    7184	         15	        308	     3	    484.610436
       1011904.0800641506	      5136	      7212	       903	    7211	         15	        311	     3	    508.666138
       1015464.7430315895	      5143	      7219	       903	    7218	         15	        311	     3	    508.666138
       1019346.3485011837	      5147	      7227	       906	    7226	         15	        312	     4	    788.979424
       1022849.9846932306	      5154	      7238	       907	    7237	         15	        313	     4	    500.519456
       1026432.3482129239	      5163	      7254	       911	    7253	         15	        315	     3	    539.688788
       1029970.7642281328	      5169	      7261	       912	    7260	         15	        315	     3	    839.972077
       1033981.9219833051	      5173	      7266	       913	    7265	         15	        315	     3	   1491.241524
       1036964.4050303691	      5175	      7269	       913	    7268	         15	        315	     3	   1491.241524
       1040660.6907656125	      5179	      7277	       914	    7276	         15	        316	     3	    924.071434
       1044356.9765008560	      5183	      7281	       914	    7280	         15	        316	     3	    924.071434
       1048053.2622360995	      5187	      7285	       914	    7284	         15	        316	     3	    924.071434
       1051545.4722471328	      5191	      7292	       916	    7291	         15	        317	     3	    719.995710
       1055145.4507951348	      5196	      7298	       916	    7297	         15	        317	     3	    719.995710
       1058745.4293431367	      5201	      7303	       916	    7302	         15	        317	     3	    719.995710
       1062430.6539245050	      5208	      7314	       918	    7313	         15	        318	     3	    719.571532
       1066028.5115860072	      5213	      7319	       918	    7318	         15	        318	     3	    719.571532
       1070023.0195137884	      5217	      7325	       919	    7324	         15	        318	     3	   1091.645465
       1073257.2555975115	      5221	      7332	       920	    7331	         15	        319	     3	    525.472577
       1076410.0910577194	      5227	      7339	       920	    7338	         15	        319	     3	    525.472577
       1080282.1482928204	      5238	      7353	       921	    7352	         15	        320	     3	    286.954938
       1083748.7068785855	      5251	      7371	       922	    7370	         15	        321	     3	    155.027133
       1087369.9266509593	      5269	      7406	       928	    7405	         15	        323	     2	    182.535638
       1090989.7049000452	      5279	      7423	       933	    7422	         15	        324	     3	    418.500070
       1094521.4749687533	      5290	      7445	       936	    7444	         15	        326	     3	    128.871375
       1098061.0281117081	      5320	      7495	       948	    7494	         15	        331	     2	    138.838642
       1101638.3223555058	      5332	      7510	       950	    7509	         15	        331	     2	    470.502107
       1105367.4556212341	      5344	      7533	       955	    7532	         15	        334	     2	    186.743334
       1109029.2352330268	      5355	      7548	       958	    7547	         15	        335	     3	    318.442993
       1112450.6601465405	      5364	      7559	       959	    7558	         15	        335	     3	    503.588986
       1116244.4982778118	      5375	      7578	       962	    7577	         15	        337	     3	    263.560167
       1119728.9985308105	      5384	      7591	       963	    7590	         15	        337	     2	    486.051917
       1123361.7622599769	      5394	      7606	       965	    7605	         15	        338	     2	    508.501102
       1127038.9975741762	      5401	      7617	       967	    7616	         15	        339	     2	    368.528438
       1130648.5470214325	      5409	      7626	       968	    7625	         15	        339	     2	    588.969086
       1134182.3615379173	      5415	      7633	       968	    7632	         15	        339	     2	    588.969086
       1138069.3896776135	      5424	      7646	       971	    7645	         15	        340	     3	    778.973208
       1141546.7950651369	      5429	      7655	       972	    7654	         15	        341	     3	    361.512557
       1145358.7502421099	      5439	      7671	       975	    7670	         15	        342	     3	    649.237158
       1148604.9360301902	      5444	      7676	       975	    7675	         15	        342	     3	    649.237158
       1152037.7042203457	      5451	      7687	       977	    7686	         15	        343	     3	    634.414525
       1155815.6709688995	      5458	      7700	       979	    7699	         15	        345	     3	    220.835327
       1159293.0743120322	      5468	      7712	       981	    7711	         15	        345	     4	    637.178772
       1162833.1970493551	      5476	      7726	       983	    7725	         15	        346	     4	    544.626319
       1166555.0883811382	      5495	      7761	       991	    7760	         15	        349	     2	    232.106291
       1170179.3899518012	      5507	      7787	       995	    7786	         15	        350	     2	    179.980529
       1173705.6339704776	      5518	      7808	      1001	    7807	         15	        352	     2	    111.069592
       1177223.1808815605	      5529	      7823	      1006	    7822	         15	        353	     3	    594.413772
       1180887.5017962435	      5536	      7839	      1009	    7838	         15	        355	     3	     97.838283
       1184477.4292209423	      5567	      7893	      1027	    7892	         15	        361	     2	    205.656901
       1188349.1602679968	      5581	      7917	      1032	    7916	         15	        362	     2	    376.545755
       1192165.0686091881	      5588	      7925	      1034	    7924	         15	        362	     2	   1138.166837
       1195579.5691204530	      5591	      7928	      1034	    7927	         15	        362	     2	   1138.166837
       1198994.0696317179	      5594	      7932	      1034	    7931	         15	        362	     2	   1138.166837
       1202574.9998502412	      5602	      7947	      1037	    7946	         15	        363	     3	    834.749638
       1206116.0939517911	      5609	      7966	      1041	    7965	         15	        365	     2	    262.432170
       1209842.0308699233	      5618	      7983	      1045	    7982	         15	        366	     2	    249.224111
       1213254.4426072245	      5627	      7997	      1048	    7996	         15	        367	     2	    330.472604
       1216993.0492066385	      5637	      8012	      1051	    8011	         15	        368	     2	    317.309488
       1220978.7626319719	      5646	      8023	      1053	    8022	         15	        368	     2	    919.600053
       1224657.1628422360	      5650	      8028	      1053	    8027	         15	        368	     2	    919.600053
       1227951.2435492172	      5653	      8032	      1054	    8031	         15	        368	     2	   1454.880602
       1231451.3958960990	      5658	      8041	      1055	    8040	         15	        369	     2	    700.030469
       1235047.2943145016	      5665	      8054	      1059	    8053	         15	        371	     2	    389.444645
       1239023.2585937665	      5674	      8065	      1060	    8064	         15	        371	     2	    624.925883
       1242193.0898434652	      5680	      8081	      1067	    8080	         15	        374	     3	    193.635822
       1245900.3562938978	      5690	      8103	      1071	    8102	         15	        375	     2	    327.912341
       1249551.4877826967	      5701	      8120	      1074	    8119	         15	        376	     3	    460.121591
       1252994.0315770356	      5709	      8140	      1076	    8139	         15	        377	     3	    221.692661
       1256783.1909645956	      5719	      8153	      1077	    8152	         15	        377	     3	    483.731458
       1260065.1765973577	      5727	      8166	      1080	    8165	         15	        378	     3	    917.453170
       1263674.2672820643	      5742	      8193	      1087	    8192	         15	        382	     3	    168.490688
       1267207.2872095327	      5754	      8212	      1091	    8211	         15	        384	     3	     43.180953
       1270909.9397330396	      5784	      8259	      1104	    8258	         15	        389	     3	    219.849916
       1274630.7603329921	      5795	      8277	      1108	    8276	         15	        391	     3	    285.815903
       1278454.3375356987	      5803	      8294	      1112	    8293	         15	        392	     3	    473.933344
       1281891.6580936867	      5812	      8311	      1115	    8310	         15	        393	     3	    510.522580
