                    Time	   NJacEvals	    NRhsEvals
          3614.2137714683	            2           14
          7342.3343189370	            3           21
         10881.7411427266	            3           21
         14421.4947580577	            4           28
         18275.5257859028	            4           28
         21603.9493908978	            5           35
         25219.5714622378	            5           35
         28839.7214339232	            5           35
         32471.0850189030	            6           42
         36233.2875508844	            6           42
         39635.3657295662	            6           42
         43257.6063156021	            6           42
         46880.4752273591	            6           42
         50421.3603568918	            9           63
         54017.1647473292	           10           70
         57678.5953198169	           11           77
         61528.3788124864	           11           77
         65329.4544581791	           11           77
         68406.6083931861	           11           77
         72085.2030056780	           12           84
         75762.3290947244	           13           91
         79265.3148797726	           15          105
         82891.0432764429	           15          105
         86573.2131588868	           16          112
         90063.0862340933	           17          119
         93823.7410759953	           17          119
         97231.9156968000	           17          119
        100873.7103808859	           17          119
        104507.8685754869	           17          119
        108166.8827587830	           18          126
        111600.0968576165	           34          238
        115241.8220049468	           49          343
        118850.3373106774	           52          364
        122400.0684693487	           57          399
        126024.7548662593	           64          448
        129650.0324121313	           65          455
        133203.6196171985	           66          462
        136800.8090754318	           66          462
        140486.2781811946	           67          469
        144089.0221601584	           68          476
        147666.4429372058	           69          483
        151255.2494715561	           69          483
        154845.6891923382	           70          490
        158495.2007740848	           70          490
        162042.8840086687	           70          490
        165622.4729164829	           71          497
        169356.9973104068	           71          497
        172890.9638342575	           71          497
        176407.5734763418	           71          497
        180174.8288658613	           72          504
        183706.6307935358	           72          504
        187238.4327212104	           72          504
        190957.9075800764	           73          511
        194544.9254950508	           73          511
        198131.9434100252	           73          511
        201671.8975424180	           74          518
        205378.5885216110	           76          532
        208909.4814573849	           76          532
        212411.2403936167	           89          623
        216017.4957777161	           91          637
        219635.8165330473	           92          644
        223314.4850168671	           93          651
        227013.0666545785	           93          651
        230425.2858548757	           96          672
        234020.7983953530	           96          672
        237732.2721820283	           96          672
        241318.4812244749	           96          672
        244872.3108556540	           96          672
        248426.1404868331	           96          672
        252584.2381520430	           97          679
        255960.5712962138	           97          679
        259336.9044403846	           97          679
        262805.3103785528	           97          679
        266562.4557378822	           97          679
        270319.6010972116	           97          679
        273607.1032866248	           97          679
        277364.2486459542	           97          679
        281121.3940052837	           98          686
        284408.8961946969	           98          686
        288166.0415540263	           98          686
        291923.1869133557	           98          686
        295210.6891027690	           98          686
        298967.8344620984	           98          686
        302724.9798214278	           98          686
        306012.4820108410	           98          686
        309790.1644168310	           99          693
        313261.7260538245	           99          693
        316863.5920025341	           99          693
        320496.7872123311	          100          700
        324025.4285358791	          100          700
        327662.2699593711	          101          707
        331516.0829677936	          101          707
        334888.5892771158	          101          707
        338599.5488146282	          101          707
        342142.0834695508	          101          707
        345667.8123548384	          101          707
        349291.3953620539	          102          714
        353008.3917890642	          102          714
        356800.9593248097	          102          714
        360260.9170526373	          102          714
        363675.1815362130	          103          721
        367259.1711567832	          103          721
        371006.6308121101	          104          728
        374463.8431312946	          104          728
        378016.6401181177	          104          728
        381766.5185957063	          104          728
        385283.0388918606	          104          728
        388839.8937554191	          105          735
        392436.1027429918	          105          735
        396067.4330377987	          105          735
        399678.9517324435	          106          742
        403297.7893206197	          106          742
        406902.5945849161	          106          742
        410541.8799666365	          106          742
        414283.9575421083	          107          749
        417696.3788112177	          107          749
        421333.1955360486	          107          749
        425114.9361605294	          107          749
        428692.0417170151	          107          749
        432255.0166746514	          107          749
        435698.5166771220	          108          756
        439262.4102193853	          108          756
        442811.4855930678	          108          756
        446454.8354926834	          108          756
        450040.4846237208	          109          763
        453655.6179472331	          109          763
        457458.4148966122	          109          763
        460850.4044267595	          109          763
        464461.1884817320	          109          763
        468013.3639104447	          110          770
        471802.9589143325	          110          770
        475277.2974330778	          110          770
        479315.7027053900	          110          770
        482493.6981032028	          110          770
        486201.3594006511	          110          770
        489683.7651735773	          111          777
        493351.4705635753	          111          777
        496825.3653747107	          111          777
        500907.3008901014	          111          777
        504156.9319999811	          111          777
        507812.4746884352	          112          784
        511288.5261140267	          112          784
        514963.7913991084	          112          784
        518465.3542606330	          112          784
        522013.8416736268	          112          784
        525798.4171437741	          114          798
        529455.9317950405	          114          798
        532996.9007392880	          114          798
        536637.5003091719	          114          798
        540413.1728864217	          114          798
        543716.8863915153	          114          798
        547285.9205542791	          114          798
        550951.8430589273	          115          805
        554491.2578533450	          115          805
        558073.3695080952	          115          805
        561721.8063402496	          115          805
        565300.6490225588	          116          812
        568934.4591674559	          116          812
        572502.4522925636	          116          812
        576072.3194917707	          116          812
        579638.9051952673	          117          819
        583368.6977195966	          117          819
        587136.6249767088	          117          819
        590830.3530419453	          117          819
        594251.2155632746	          117          819
        597757.1152913996	          118          826
        601235.5005710494	          118          826
        605275.1267918410	          118          826
        608457.6922433445	          119          833
        612135.9224048256	          119          833
        615632.9087726822	          119          833
        619243.3537205007	          120          840
        622839.4156745012	          120          840
        626565.6170221905	          120          840
        630409.0552216182	          120          840
        633822.9262164785	          121          847
        637352.4446496749	          121          847
        641260.5429974089	          121          847
        644623.7117611513	          121          847
        648022.5951094952	          121          847
        651778.4703330165	          122          854
        655468.5832315411	          123          861
        658822.7402018367	          123          861
        662443.3761086240	          123          861
        666032.4511677597	          123          861
        669683.4326555297	          124          868
        673253.1903928008	          124          868
        677081.0424995112	          124          868
        680544.2438690111	          124          868
        684140.8184872208	          124          868
        688004.8243469673	          125          875
        691387.2646623569	          125          875
        694807.4150183188	          125          875
        698615.2411532396	          125          875
        702168.2049457004	          125          875
        705796.5967861023	          125          875
        709251.7517686316	          126          882
        712871.7741029143	          126          882
        716547.4724065535	          126          882
        720262.6733501019	          127          889
        723773.9980161007	          127          889
        727309.4276825349	          127          889
        731027.4432324406	          127          889
        734716.3135602733	          127          889
        738241.8683225852	          127          889
        741851.4648456153	          128          896
        745354.0998349158	          128          896
        748842.5705667719	          128          896
        752779.5100365770	          128          896
        756022.6759621914	          128          896
        759935.9651069029	          129          903
        763359.9271298751	          129          903
        766867.8885682260	          129          903
        771072.3779677113	          129          903
        774091.6465617463	          129          903
        777714.7688745882	          129          903
        781337.8911874301	          129          903
        785090.0443933891	          130          910
        788851.5014223888	          130          910
        792378.6254762280	          130          910
        795874.5673843215	          130          910
        799467.9909221779	          130          910
        802826.5427163903	          130          910
        806828.2845567142	          130          910
        810154.4640367529	          130          910
        813783.0547551948	          131          917
        817374.8803512463	          131          917
        820916.9893372667	          131          917
        824514.9580621589	          131          917
        828447.2920107428	          131          917
        831849.0539681545	          131          917
        835361.7574355208	          132          924
        838835.3588840573	          132          924
        842570.7517312155	          132          924
        846027.1842449236	          132          924
        849766.8487628751	          133          931
        853310.8199240058	          133          931
        857068.8466445539	          133          931
        860599.0415156285	          133          931
        864588.1502799609	          133          931
        867941.8068075274	          133          931
        871448.8439544662	          133          931
        874943.1442826076	          134          938
        878442.4995930032	          134          938
        882099.6124745520	          134          938
        886050.4753901454	          134          938
        889470.4339592453	          134          938
        892890.3925283452	          134          938
        896880.3441922951	          134          938
        900300.3027613950	          134          938
        903797.0115598269	          135          945
        907501.9112062985	          135          945
        910876.2726341586	          135          945
        914733.2047904180	          135          945
        918500.2540437772	          135          945
        921662.4413109330	          135          945
        925375.6029325430	          136          952
        928961.1891685508	          136          952
        932413.5683973479	          136          952
        936009.6458615744	          136          952
        939741.8126256429	          137          959
        943387.8092752806	          137          959
        946902.2437074067	          137          959
        950771.0724271382	          137          959
        954041.4139193447	          137          959
        957959.5177863116	          137          959
        961448.5538369444	          138          966
        964949.7226316677	          138          966
        968450.8914263911	          138          966
        972086.9307133742	          138          966
        976013.5706180185	          138          966
        979265.8741929069	          138          966
        983201.8650485241	          138          966
        986722.1844867248	          138          966
        990242.5039249255	          138          966
        993792.4228514354	          139          973
        997656.6712190489	          139          973
       1000881.6648660536	          139          973
       1004476.3110004722	          139          973
       1008447.0460786133	          139          973
       1011904.0800641506	          140          980
       1015464.7430315895	          140          980
       1019346.3485011837	          140          980
       1022849.9846932306	          140          980
       1026432.3482129239	          140          980
       1029970.7642281328	          140          980
       1033981.9219833051	          140          980
       1036964.4050303691	          140          980
       1040660.6907656125	          140          980
       1044356.9765008560	          140          980
       1048053.2622360995	          140          980
       1051545.4722471328	          141          987
       1055145.4507951348	          141          987
