   Simtime [s] 	   Realtime [s]	 Percentage [%]
        6955200	       301.6228	             11
        6958800	       301.7062	             11
        6962400	       301.9145	             11
        6966000	       302.0081	             11
        6969600	       302.0813	             11
        6973200	       302.2975	             11
        6976800	       302.3828	             11
        6980400	       302.6293	             11
        6984000	       302.7339	             11
        6987600	       302.8112	             11
        6991200	       302.9836	             11
        6994800	       303.0574	             11
        6998400	       303.1746	             11
        7002000	       303.3456	             11
        7005600	        303.429	             11
        7009200	       303.5069	             11
        7012800	       303.7204	             11
        7016400	       303.8235	             11
        7020000	       303.8972	             11
        7023600	        304.088	             11
        7027200	       304.1948	             11
        7030800	       304.2721	             11
        7034400	       304.4714	             11
        7038000	       304.5607	             11
        7041600	       304.6575	             11
        7045200	       304.8234	             11
        7048800	       304.9021	             11
        7052400	       304.9942	             11
        7056000	       305.1968	             11
        7059600	       305.2884	             11
        7063200	       305.3631	             11
        7066800	        305.569	             11
        7070400	       305.6845	             11
        7074000	       305.9226	             11
        7077600	       306.0222	             11
        7081200	       306.2155	             11
        7084800	       306.3182	             11
        7088400	       306.3904	             11
        7092000	       308.7001	             11
        7095600	       308.7788	             11
        7099200	       308.8751	             11
        7102800	       309.0673	             11
        7106400	       309.1879	             11
        7110000	       309.3662	             11
        7113600	       309.4434	             11
        7117200	       309.5425	             11
        7120800	       309.7124	             11
        7124400	       309.8093	             11
        7128000	       309.8838	             11
        7131600	       310.0757	             11
        7135200	        310.189	             11
        7138800	        310.398	             11
        7142400	       310.4818	             11
        7146000	       310.5558	             11
        7149600	       310.7334	             11
        7153200	       310.8445	             11
        7156800	       310.9264	             11
        7160400	       311.1009	             11
        7164000	        311.188	             11
        7167600	       311.2661	             11
        7171200	       311.4927	             11
        7174800	       311.5923	             11
        7178400	       311.6772	             11
        7182000	       311.8857	             11
        7185600	       311.9791	             11
        7189200	       312.0753	             11
        7192800	       312.2502	             11
        7196400	       312.3308	             11
        7200000	       312.4125	             11
        7203600	        312.585	             11
        7207200	       312.6909	             11
        7210800	       312.7779	             11
        7214400	       312.9382	             11
        7218000	       313.0197	             11
        7221600	        313.096	             11
        7225200	       313.2814	             11
        7228800	       313.3877	             11
        7232400	       313.4696	             11
        7236000	       313.6576	             11
        7239600	       313.7461	             11
        7243200	       313.8381	             11
        7246800	       314.0393	             11
        7250400	       314.1204	             11
        7254000	       314.2007	             12
        7257600	        314.355	             12
        7261200	        314.437	             12
        7264800	         314.54	             12
        7268400	       314.7798	             12
        7272000	       314.8774	             12
        7275600	       314.9581	             12
        7279200	       315.1559	             12
        7282800	        315.268	             12
        7286400	       315.3482	             12
        7290000	       315.5149	             12
        7293600	       315.5901	             12
        7297200	       315.6677	             12
        7300800	       315.8546	             12
        7304400	       315.9672	             12
        7308000	       316.0432	             12
        7311600	       316.2339	             12
        7315200	       316.3207	             12
        7318800	       316.3937	             12
        7322400	        316.633	             12
        7326000	       316.7754	             12
        7329600	       316.9484	             12
        7333200	        317.032	             12
        7336800	       317.1162	             12
        7340400	       317.3175	             12
        7344000	       317.3973	             12
        7347600	        317.488	             12
        7351200	       317.6945	             12
        7354800	       317.7916	             12
        7358400	       317.8822	             12
        7362000	       318.0794	             12
        7365600	       318.1677	             12
        7369200	       318.2428	             12
        7372800	       318.4519	             12
        7376400	       318.5334	             12
        7380000	       318.6212	             12
        7383600	       318.8306	             12
        7387200	       319.5338	             12
        7390800	       319.6281	             12
        7394400	       319.7108	             12
        7398000	       319.9065	             12
        7401600	       319.9862	             12
        7405200	       320.0665	             12
        7408800	       320.2467	             12
        7412400	       320.3302	             12
        7416000	       320.4349	             12
        7419600	       320.6227	             12
        7423200	       320.7192	             12
        7426800	       320.8029	             12
        7430400	       321.0075	             12
        7434000	       321.1078	             12
        7437600	       321.1832	             12
        7441200	       321.3931	             12
        7444800	        321.486	             12
        7448400	       321.5673	             12
        7452000	       321.7812	             12
        7455600	       321.8775	             12
        7459200	       321.9577	             12
        7462800	       322.1529	             12
        7466400	       322.2547	             12
        7470000	       322.4577	             12
        7473600	       322.5443	             12
        7477200	       322.6215	             12
        7480800	       322.7922	             12
        7484400	       322.8649	             12
        7488000	       322.9716	             12
        7491600	       323.1578	             12
        7495200	       323.2432	             12
        7498800	       323.3259	             12
        7502400	       323.4893	             12
        7506000	        323.582	             12
        7509600	       323.6618	             12
        7513200	        323.859	             12
        7516800	       323.9636	             12
        7520400	       324.1942	             12
        7524000	       324.2902	             12
        7527600	       324.3683	             12
        7531200	       324.5547	             12
        7534800	       324.6541	             12
        7538400	       324.8531	             12
        7542000	       324.9292	             12
        7545600	       325.0065	             12
        7549200	       325.1975	             12
        7552800	       325.2914	             12
        7556400	       325.3851	             12
        7560000	       325.6115	             12
        7563600	       325.7068	             12
        7567200	       325.7885	             12
        7570800	       325.9998	             12
        7574400	       326.1088	             12
        7578000	       326.2879	             12
        7581600	       326.3722	             12
        7585200	       326.4703	             12
        7588800	       326.6574	             12
        7592400	        326.767	             12
        7596000	       326.9595	             12
        7599600	       327.0514	             12
        7603200	       327.1554	             12
        7606800	       327.4288	             12
        7610400	       327.5278	             12
        7614000	       327.6238	             12
        7617600	       327.8302	             12
        7621200	       327.9259	             12
        7624800	       328.0061	             12
        7628400	       328.2152	             12
        7632000	       328.3059	             12
        7635600	       328.3892	             12
        7639200	        328.601	             12
        7642800	       328.7261	             12
        7646400	        328.916	             12
        7650000	       329.0029	             12
        7653600	       329.0851	             12
        7657200	       331.8632	             12
        7660800	       331.9892	             12
        7664400	       332.3434	             12
        7668000	       332.4232	             12
        7671600	       332.4996	             12
        7675200	        332.697	             12
        7678800	       332.7769	             12
        7682400	       332.8569	             12
        7686000	       333.0259	             12
        7689600	       333.1074	             12
        7693200	       333.3458	             12
        7696800	       333.4216	             12
        7700400	       333.5022	             12
        7704000	       333.6769	             12
        7707600	        333.766	             12
        7711200	       333.9858	             12
        7714800	        334.076	             12
        7718400	       334.1563	             12
        7722000	       334.3406	             12
        7725600	       334.4551	             12
        7729200	       334.6417	             12
        7732800	       334.7338	             12
        7736400	       334.8204	             12
        7740000	       334.9983	             12
        7743600	       335.0838	             12
        7747200	       335.1724	             12
        7750800	       335.3409	             12
        7754400	       335.4266	             12
        7758000	       335.5123	             12
        7761600	       335.7256	             12
        7765200	       335.8191	             12
        7768800	       335.9028	             12
        7772400	       336.1063	             12
        7776000	       336.1957	             12
        7779600	       336.2684	             12
        7783200	       336.4876	             12
        7786800	       336.5861	             12
        7790400	        336.673	             12
        7794000	       336.8631	             12
        7797600	       336.9433	             12
        7801200	       337.0543	             12
        7804800	        337.264	             12
        7808400	       337.3462	             12
        7812000	       337.4283	             12
        7815600	       337.6466	             12
        7819200	       337.7533	             12
        7822800	       337.9909	             12
        7826400	       338.0688	             12
        7830000	       338.1493	             12
        7833600	       338.3348	             12
        7837200	       338.4091	             12
        7840800	       338.4983	             12
        7844400	       338.6719	             12
        7848000	       338.7593	             12
        7851600	       338.8383	             12
        7855200	       339.0412	             12
        7858800	       339.1288	             12
        7862400	       339.2045	             12
        7866000	         339.38	             12
        7869600	        339.469	             12
        7873200	       339.5466	             12
        7876800	       340.1366	             12
        7880400	       340.2479	             12
        7884000	       340.4344	             13
        7887600	       340.5172	             13
        7891200	       340.6007	             13
        7894800	       340.8133	             13
        7898400	       340.9349	             13
        7902000	       341.1167	             13
        7905600	       341.1955	             13
        7909200	       341.2816	             13
        7912800	       341.5136	             13
        7916400	       341.6056	             13
        7920000	       341.6824	             13
        7923600	       341.8537	             13
        7927200	       341.9328	             13
        7930800	       342.0118	             13
        7934400	       342.1931	             13
        7938000	       342.2766	             13
        7941600	        342.364	             13
        7945200	       342.5369	             13
        7948800	       342.6233	             13
        7952400	       342.7042	             13
        7956000	       342.8967	             13
        7959600	       342.9795	             13
        7963200	       343.0584	             13
        7966800	        343.221	             13
        7970400	       343.3085	             13
        7974000	       343.4042	             13
        7977600	       343.5822	             13
        7981200	       343.6792	             13
        7984800	       343.7658	             13
        7988400	       343.9441	             13
        7992000	       344.0584	             13
        7995600	       344.2365	             13
        7999200	       344.3293	             13
        8002800	       344.4182	             13
        8006400	       344.6083	             13
        8010000	       344.7211	             13
        8013600	       344.9356	             13
        8017200	       345.0422	             13
        8020800	       345.1294	             13
        8024400	       345.3013	             13
        8028000	        345.399	             13
        8031600	       345.4783	             13
        8035200	       345.6544	             13
        8038800	       345.7391	             13
        8042400	       345.8295	             13
        8046000	       346.0404	             13
        8049600	       346.1199	             13
        8053200	       346.2022	             13
        8056800	       346.3773	             13
        8060400	        346.465	             13
        8064000	       346.5443	             13
        8067600	       346.7648	             13
        8071200	       346.8598	             13
        8074800	       346.9334	             13
        8078400	       347.0982	             13
        8082000	       347.1925	             13
        8085600	       347.4754	             13
        8089200	       347.5869	             13
        8092800	        347.789	             13
        8096400	       347.9025	             13
        8100000	       348.0791	             13
        8103600	       348.1631	             13
        8107200	       348.2446	             13
        8110800	       348.4229	             13
        8114400	       348.5261	             13
        8118000	       348.7353	             13
        8121600	       349.0439	             13
        8125200	       349.1281	             13
        8128800	        349.361	             13
        8132400	       349.4548	             13
        8136000	       349.6385	             13
        8139600	       349.7237	             13
        8143200	       349.8179	             13
        8146800	       349.9942	             13
        8150400	        350.508	             13
        8154000	       350.6103	             13
        8157600	       350.6945	             13
        8161200	       350.8921	             13
        8164800	       350.9915	             13
        8168400	       351.1957	             13
        8172000	       351.2772	             13
        8175600	       351.3587	             13
        8179200	       351.5279	             13
        8182800	       351.6083	             13
        8186400	       351.6883	             13
        8190000	       351.9002	             13
        8193600	       351.9774	             13
        8197200	       354.8197	             13
        8200800	       354.8998	             13
        8204400	       354.9927	             13
        8208000	       355.1709	             13
        8211600	       355.2616	             13
        8215200	        355.346	             13
        8218800	       355.5154	             13
        8222400	       355.6254	             13
        8226000	       355.7079	             13
        8229600	       355.8991	             13
        8233200	       355.9829	             13
        8236800	       356.0864	             13
        8240400	       356.2922	             13
        8244000	       356.4038	             13
        8247600	       356.5871	             13
        8251200	       356.6634	             13
        8254800	       356.7452	             13
        8258400	       356.9339	             13
        8262000	       357.0244	             13
        8265600	       357.1239	             13
        8269200	       357.3012	             13
        8272800	        357.393	             13
        8276400	       357.6055	             13
        8280000	       357.7142	             13
        8283600	        357.922	             13
        8287200	       358.0066	             13
        8290800	       358.0918	             13
        8294400	       358.3272	             13
        8298000	       358.4339	             13
        8301600	       358.5197	             13
        8305200	       358.7429	             13
        8308800	       358.8522	             13
        8312400	       359.0294	             13
        8316000	       359.1199	             13
        8319600	       359.1964	             13
        8323200	       359.3699	             13
        8326800	        359.482	             13
        8330400	       359.5677	             13
        8334000	       359.7312	             13
        8337600	       359.8183	             13
        8341200	       359.9049	             13
        8344800	       360.0798	             13
        8348400	       360.1593	             13
        8352000	       360.2449	             13
        8355600	       360.7821	             13
        8359200	       360.8665	             13
        8362800	       360.9495	             13
        8366400	       361.1275	             13
        8370000	       361.2062	             13
        8373600	        361.282	             13
        8377200	       361.4619	             13
        8380800	       361.5394	             13
        8384400	       361.6264	             13
        8388000	       361.8248	             13
        8391600	       361.9027	             13
        8395200	       361.9982	             13
        8398800	       362.2556	             13
        8402400	       362.3436	             13
        8406000	        362.519	             13
        8409600	       362.6254	             13
        8413200	       362.7101	             13
        8416800	       362.9039	             13
        8420400	       362.9886	             13
        8424000	       363.0737	             13
        8427600	       363.2717	             13
        8431200	       363.3521	             13
        8434800	       363.4309	             13
        8438400	       363.6359	             13
        8442000	       363.7278	             13
        8445600	       363.8054	             13
        8449200	       364.0404	             13
        8452800	       364.1192	             13
        8456400	       364.1973	             13
        8460000	       364.3903	             13
        8463600	       364.4871	             13
        8467200	        364.585	             13
        8470800	       364.7581	             13
        8474400	       364.8465	             13
        8478000	       364.9356	             13
        8481600	       365.1206	             13
        8485200	       365.2324	             13
        8488800	       365.4043	             13
        8492400	       365.4811	             13
        8496000	       365.7786	             13
        8499600	       365.8768	             13
        8503200	       365.9637	             13
        8506800	       366.1305	             13
        8510400	       366.2137	             13
        8514000	       366.3006	             13
        8517600	       366.5259	             14
        8521200	       366.6484	             14
        8524800	       366.8418	             14
        8528400	       366.9291	             14
        8532000	       367.0137	             14
        8535600	       367.2491	             14
        8539200	       367.3318	             14
        8542800	       367.4124	             14
        8546400	       367.6297	             14
        8550000	       367.7605	             14
        8553600	       367.9565	             14
        8557200	       368.0458	             14
        8560800	       368.1231	             14
        8564400	       368.2949	             14
        8568000	       368.3965	             14
        8571600	        368.477	             14
        8575200	        368.662	             14
        8578800	       368.8193	             14
        8582400	       369.0148	             14
        8586000	       369.0995	             14
        8589600	       369.1804	             14
        8593200	       369.3574	             14
        8596800	       369.4413	             14
        8600400	       369.5198	             14
        8604000	       369.7223	             14
        8607600	       369.8467	             14
        8611200	       370.0926	             14
        8614800	       370.1991	             14
        8618400	        370.437	             14
        8622000	       370.5271	             14
        8625600	       370.6043	             14
        8629200	       370.8193	             14
        8632800	       371.3006	             14
        8636400	       371.3837	             14
        8640000	       371.4683	             14
        8643600	       371.6567	             14
        8647200	       371.7391	             14
        8650800	       371.8244	             14
        8654400	       372.0202	             14
        8658000	       372.1294	             14
        8661600	       372.3686	             14
        8665200	        372.475	             14
        8668800	       372.7667	             14
        8672400	       372.8695	             14
        8676000	       373.0564	             14
        8679600	        373.151	             14
        8683200	       373.2426	             14
        8686800	       373.4315	             14
        8690400	       373.5365	             14
        8694000	       373.6198	             14
        8697600	       373.7992	             14
        8701200	       373.8855	             14
        8704800	       373.9745	             14
        8708400	       374.1715	             14
        8712000	       374.2535	             14
        8715600	       374.3385	             14
        8719200	       400.3308	             14
        8722800	       401.3128	             14
        8726400	       401.3981	             14
        8730000	       401.4962	             14
        8733600	       401.6886	             14
        8737200	       401.7805	             14
        8740800	       401.8691	             14
        8744400	       402.0499	             14
        8748000	       402.1406	             14
        8751600	       402.2154	             14
        8755200	        402.779	             14
        8758800	       402.8701	             14
        8762400	        403.088	             14
        8766000	       403.2017	             14
        8769600	       403.4434	             14
        8773200	       403.5364	             14
        8776800	       403.7625	             14
        8780400	       403.8394	             14
        8784000	       403.9267	             14
        8787600	       404.1062	             14
        8791200	       404.1933	             14
        8794800	       404.2926	             14
        8798400	       404.4851	             14
        8802000	       404.5745	             14
        8805600	         404.66	             14
        8809200	       404.8917	             14
        8812800	       404.9807	             14
        8816400	       405.0695	             14
        8820000	       405.2467	             14
        8823600	        405.334	             14
        8827200	       405.4272	             14
        8830800	       405.6273	             14
        8834400	       405.7039	             14
        8838000	       405.7869	             14
        8841600	       405.9774	             14
        8845200	       406.0654	             14
        8848800	       406.1675	             14
        8852400	       406.3545	             14
        8856000	       406.4489	             14
        8859600	       406.5414	             14
        8863200	       406.7674	             14
        8866800	       406.9081	             14
        8870400	       407.1202	             14
        8874000	       407.2222	             14
        8877600	       407.2989	             14
        8881200	       407.5386	             14
        8884800	        407.647	             14
        8888400	       407.8937	             14
        8892000	       408.0276	             14
        8895600	       408.2337	             14
        8899200	        408.318	             14
        8902800	       408.3988	             14
        8906400	       408.6086	             14
        8910000	       408.7172	             14
        8913600	       408.8057	             14
        8917200	       408.9979	             14
        8920800	       409.1144	             14
        8924400	       409.3714	             14
        8928000	       409.4636	             14
        8931600	        409.549	             14
        8935200	       409.7289	             14
        8938800	       409.8122	             14
        8942400	       409.8885	             14
        8946000	       410.0648	             14
        8949600	       410.1407	             14
        8953200	       410.2129	             14
        8956800	        410.409	             14
        8960400	       410.5066	             14
        8964000	       410.7251	             14
        8967600	       410.8319	             14
        8971200	       410.9103	             14
        8974800	       411.0818	             14
        8978400	         411.17	             14
        8982000	        411.392	             14
        8985600	       411.4821	             14
        8989200	       411.6858	             14
        8992800	       411.7812	             14
        8996400	        411.862	             14
        9000000	       412.0432	             14
        9003600	       412.1433	             14
        9007200	       412.2227	             14
        9010800	       412.4162	             14
        9014400	       412.5185	             14
        9018000	       412.7306	             14
        9021600	       412.8333	             14
        9025200	       413.5134	             14
        9028800	       413.5869	             14
        9032400	       413.6696	             14
        9036000	       413.8786	             14
        9039600	       413.9713	             14
        9043200	       414.1929	             14
        9046800	       414.2867	             14
        9050400	       414.5091	             14
        9054000	       414.5925	             14
        9057600	       414.6721	             14
        9061200	       414.9168	             14
        9064800	        414.994	             14
        9068400	       415.2284	             14
        9072000	       415.3135	             14
        9075600	       415.3911	             14
        9079200	        415.583	             14
        9082800	       415.6757	             14
        9086400	       415.7786	             14
        9090000	       415.9571	             14
        9093600	       416.0359	             14
        9097200	       416.1164	             14
        9100800	       416.3186	             14
        9104400	       416.4694	             14
        9108000	       416.8262	             14
        9111600	        416.933	             14
        9115200	        417.151	             14
        9118800	       417.2485	             14
        9122400	       417.3291	             14
        9126000	       417.5598	             14
        9129600	       417.6864	             14
        9133200	       417.9156	             14
        9136800	        418.018	             14
        9140400	       418.2446	             14
        9144000	       418.3564	             14
        9147600	       418.4315	             15
        9151200	       418.6302	             15
        9154800	       418.7379	             15
        9158400	       418.9612	             15
        9162000	       419.0428	             15
        9165600	       419.1259	             15
        9169200	       419.3327	             15
        9172800	       419.4261	             15
        9176400	       419.5037	             15
        9180000	       419.7196	             15
        9183600	        419.804	             15
        9187200	       419.8832	             15
        9190800	       420.0544	             15
        9194400	       423.8278	             15
        9198000	       423.9086	             15
        9201600	       423.9979	             15
        9205200	       424.2132	             15
        9208800	       424.3187	             15
        9212400	       424.4016	             15
        9216000	       424.5891	             15
        9219600	       424.7011	             15
        9223200	        424.782	             15
        9226800	        424.944	             15
        9230400	       425.0288	             15
        9234000	       425.1192	             15
        9237600	       425.3066	             15
        9241200	       425.4225	             15
        9244800	       425.6303	             15
        9248400	       425.8232	             15
        9252000	       426.7228	             15
        9255600	       426.9016	             15
        9259200	       427.1812	             15
        9262800	       427.2976	             15
        9266400	       427.3762	             15
        9270000	       427.5846	             15
        9273600	       427.6898	             15
        9277200	       427.7709	             15
        9280800	       427.9864	             15
        9284400	       428.0763	             15
        9288000	       428.1556	             15
        9291600	       428.3129	             15
        9295200	       428.3929	             15
        9298800	       428.4873	             15
        9302400	       428.7304	             15
        9306000	       428.8297	             15
        9309600	       428.9108	             15
        9313200	       429.1154	             15
        9316800	        429.228	             15
        9320400	       429.3971	             15
        9324000	       429.4748	             15
        9327600	       429.5519	             15
        9331200	       429.7423	             15
        9334800	       429.8545	             15
        9338400	       429.9333	             15
        9342000	       430.1582	             15
        9345600	        430.266	             15
        9349200	       430.5091	             15
        9352800	       430.6056	             15
        9356400	       430.6797	             15
        9360000	       430.8467	             15
        9363600	       430.9309	             15
        9367200	       431.0169	             15
        9370800	       431.2125	             15
        9374400	       431.2933	             15
        9378000	       431.3724	             15
        9381600	       431.5537	             15
        9385200	       431.6343	             15
        9388800	       431.7148	             15
        9392400	        431.948	             15
        9396000	       432.0487	             15
        9399600	       432.1277	             15
        9403200	       432.3463	             15
        9406800	       432.4412	             15
        9410400	       432.5207	             15
        9414000	        432.714	             15
        9417600	       432.7941	             15
        9421200	        432.883	             15
        9424800	       433.1115	             15
        9428400	       433.2157	             15
        9432000	       433.2917	             15
        9435600	       433.4674	             15
        9439200	       433.5509	             15
        9442800	       433.6589	             15
        9446400	       433.8797	             15
        9450000	       434.6704	             15
        9453600	       434.7581	             15
        9457200	       434.8433	             15
        9460800	        435.061	             15
        9464400	       435.1556	             15
        9468000	        435.239	             15
        9471600	       435.4461	             15
        9475200	       435.5343	             15
        9478800	       435.7587	             15
        9482400	       435.8427	             15
        9486000	       435.9241	             15
        9489600	       436.1242	             15
        9493200	       436.2349	             15
        9496800	       436.3164	             15
        9500400	        436.496	             15
        9504000	        436.574	             15
        9507600	       436.6582	             15
        9511200	       436.8277	             15
        9514800	       436.9237	             15
        9518400	       437.0083	             15
        9522000	       437.1964	             15
        9525600	       437.2879	             15
        9529200	       437.3676	             15
        9532800	       437.5922	             15
        9536400	       437.6806	             15
        9540000	       437.7812	             15
        9543600	       437.9712	             15
        9547200	        438.049	             15
        9550800	       438.2789	             15
        9554400	       438.3696	             15
        9558000	       438.4532	             15
        9561600	       438.6341	             15
        9565200	       438.7216	             15
        9568800	       438.8265	             15
        9572400	       439.0458	             15
        9576000	       439.1594	             15
        9579600	       439.3441	             15
        9583200	       439.4626	             15
        9586800	       439.6657	             15
        9590400	       439.8154	             15
        9594000	       440.0241	             15
        9597600	       440.1311	             15
        9601200	       440.3294	             15
        9604800	       440.4154	             15
        9608400	       440.4985	             15
        9612000	       440.7223	             15
        9615600	       440.8157	             15
        9619200	       440.8942	             15
        9622800	       441.0657	             15
        9626400	       441.1508	             15
        9630000	       441.2411	             15
        9633600	        441.525	             15
        9637200	       441.6217	             15
        9640800	       441.7074	             15
        9644400	       441.9881	             15
        9648000	       442.0714	             15
        9651600	       442.1617	             15
        9655200	       442.3496	             15
        9658800	       442.4389	             15
        9662400	        442.531	             15
        9666000	       442.7403	             15
        9669600	       442.8225	             15
        9673200	       446.3473	             15
        9676800	       446.4269	             15
        9680400	       446.5266	             15
        9684000	       446.7175	             15
        9687600	       446.8173	             15
        9691200	       446.8987	             15
        9694800	        447.067	             15
        9698400	       447.1781	             15
        9702000	       447.2621	             15
        9705600	       447.4869	             15
        9709200	       447.5711	             15
        9712800	       447.6544	             15
        9716400	       447.8675	             15
        9720000	        447.965	             15
        9723600	        448.046	             15
        9727200	       448.2172	             15
        9730800	       448.3163	             15
        9734400	       448.5128	             15
        9738000	       448.6073	             15
        9741600	       448.6855	             15
        9745200	       448.8594	             15
        9748800	       448.9412	             15
        9752400	       449.0431	             15
        9756000	       449.1966	             15
        9759600	       449.2726	             15
        9763200	       449.3496	             15
        9766800	       449.5217	             15
        9770400	       449.5984	             15
        9774000	       449.6917	             15
        9777600	       449.8567	             16
        9781200	       449.9286	             16
        9784800	        450.007	             16
        9788400	       450.1813	             16
        9792000	       450.2751	             16
        9795600	       450.3756	             16
        9799200	        450.544	             16
        9802800	       450.6435	             16
        9806400	        450.723	             16
        9810000	       450.8913	             16
        9813600	        450.995	             16
        9817200	       451.0763	             16
        9820800	       451.2525	             16
        9824400	       451.3381	             16
        9828000	       451.5535	             16
        9831600	        451.673	             16
        9835200	        451.892	             16
        9838800	        451.976	             16
        9842400	       452.0647	             16
        9846000	       452.2771	             16
        9849600	       452.3704	             16
        9853200	       452.4509	             16
        9856800	       452.6988	             16
        9860400	       452.7808	             16
        9864000	       453.0057	             16
        9867600	       453.0888	             16
        9871200	        453.168	             16
        9874800	       453.3397	             16
        9878400	        453.417	             16
        9882000	       453.5155	             16
        9885600	        453.715	             16
        9889200	       453.8078	             16
        9892800	       453.8911	             16
        9896400	       454.0785	             16
        9900000	       454.1843	             16
        9903600	       454.3998	             16
        9907200	       454.4839	             16
        9910800	         454.56	             16
        9914400	       454.7603	             16
        9918000	       454.8727	             16
        9921600	       455.0822	             16
        9925200	       455.5373	             16
        9928800	       455.6155	             16
        9932400	       455.6885	             16
        9936000	       455.8864	             16
        9939600	       455.9816	             16
        9943200	       456.1811	             16
        9946800	       456.2789	             16
        9950400	       456.5079	             16
        9954000	       456.5841	             16
        9957600	       456.6648	             16
        9961200	       456.8795	             16
        9964800	       456.9728	             16
        9968400	       457.0505	             16
        9972000	       457.2363	             16
        9975600	       457.3542	             16
        9979200	       457.5605	             16
        9982800	       457.7364	             16
        9986400	       457.9174	             16
        9990000	        458.016	             16
        9993600	        458.092	             16
        9997200	       458.2874	             16
       10000800	        458.393	             16
       10004400	       458.4719	             16
       10008000	       458.7187	             16
       10011600	       458.8163	             16
       10015200	       458.8979	             16
       10018800	       459.0551	             16
       10022400	       459.1328	             16
       10026000	       459.2096	             16
       10029600	       459.4031	             16
       10033200	       459.4871	             16
       10036800	       459.5571	             16
       10040400	       459.7203	             16
       10044000	       459.7969	             16
       10047600	       459.8854	             16
       10051200	       460.1192	             16
       10054800	       460.2112	             16
       10058400	       460.3001	             16
       10062000	       460.4669	             16
       10065600	       460.5764	             16
       10069200	       460.6562	             16
       10072800	       460.8209	             16
       10076400	       460.8954	             16
       10080000	       460.9738	             16
       10083600	       461.1803	             16
       10087200	       461.2647	             16
       10090800	       461.3462	             16
       10094400	       461.5192	             16
       10098000	        461.597	             16
       10101600	       461.6767	             16
       10105200	       461.8655	             16
       10108800	       461.9621	             16
       10112400	       462.0415	             16
       10116000	       462.2096	             16
       10119600	       462.3024	             16
       10123200	       462.3862	             16
       10126800	       462.5887	             16
       10130400	       462.6788	             16
       10134000	       462.7534	             16
       10137600	       462.9515	             16
       10141200	        463.049	             16
       10144800	       463.2745	             16
       10148400	       463.3695	             16
       10152000	       463.4583	             16
       10155600	       463.6272	             16
       10159200	       463.7148	             16
       10162800	       463.9314	             16
       10166400	        464.014	             16
       10170000	       464.0985	             16
       10173600	       464.3651	             16
       10177200	       464.4495	             16
       10180800	       464.6446	             16
       10184400	       464.7283	             16
       10188000	       464.7998	             16
       10191600	       464.9611	             16
       10195200	       465.0884	             16
       10198800	       465.2693	             16
       10202400	       465.3521	             16
       10206000	       469.1533	             16
       10209600	       469.2333	             16
       10213200	       469.3168	             16
       10216800	       469.5305	             16
       10220400	       469.6148	             16
       10224000	       469.6932	             16
       10227600	       469.8615	             16
       10231200	       469.9499	             16
       10234800	       470.0347	             16
       10238400	       470.2405	             16
       10242000	       470.3471	             16
       10245600	       470.4239	             16
       10249200	       470.6305	             16
       10252800	       470.7269	             16
       10256400	       470.9578	             16
       10260000	       471.0632	             16
       10263600	       471.2474	             16
       10267200	       471.3363	             16
       10270800	       471.4412	             16
       10274400	       471.6293	             16
       10278000	       471.7112	             16
       10281600	       471.7949	             16
       10285200	        472.006	             16
       10288800	       472.1112	             16
       10292400	       472.1928	             16
       10296000	       472.3794	             16
       10299600	       472.4748	             16
       10303200	       472.5478	             16
       10306800	       472.7494	             16
       10310400	       472.8338	             16
       10314000	       472.9209	             16
       10317600	       473.1074	             16
       10321200	       473.2019	             16
       10324800	        473.273	             16
       10328400	       473.4981	             16
