   Simtime [s] 	   Realtime [s]	 Percentage [%]
           3600	      0.2268528	         0.0057
           7200	      0.3142494	          0.011
          10800	      0.5223349	          0.017
          14400	      0.6280312	          0.023
          18000	      0.7108684	          0.029
          21600	      0.8861889	          0.034
          25200	      0.9739499	           0.04
          28800	       1.078168	          0.046
          32400	       1.251547	          0.051
          36000	       1.374781	          0.057
          39600	       1.545749	          0.063
          43200	       1.636599	          0.068
          46800	       1.733279	          0.074
          50400	       1.910691	           0.08
          54000	       1.988149	          0.086
          57600	       2.067368	          0.091
          61200	       2.244782	          0.097
          64800	       2.340085	            0.1
          68400	       2.429203	           0.11
          72000	       2.899785	           0.11
          75600	        3.00647	           0.12
          79200	       3.082411	           0.13
          82800	       3.274307	           0.13
          86400	       3.358554	           0.14
          90000	       3.449084	           0.14
          93600	       3.637119	           0.15
          97200	       3.715366	           0.15
         100800	       3.788327	           0.16
         104400	       3.981799	           0.17
         108000	        4.09037	           0.17
         111600	       4.176292	           0.18
         115200	       4.484339	           0.18
         118800	        4.57158	           0.19
         122400	       4.753241	           0.19
         126000	       4.853627	            0.2
         129600	       4.942824	           0.21
         133200	       5.105297	           0.21
         136800	       5.186531	           0.22
         140400	       5.265769	           0.22
         144000	       5.462395	           0.23
         147600	       5.579914	           0.23
         151200	       5.788603	           0.24
         154800	       5.893988	           0.25
         158400	       6.106594	           0.25
         162000	       6.230308	           0.26
         165600	       6.400659	           0.26
         169200	       6.500974	           0.27
         172800	       6.597131	           0.27
         176400	       6.817439	           0.28
         180000	       6.916612	           0.29
         183600	       6.990334	           0.29
         187200	       7.189833	            0.3
         190800	       7.306674	            0.3
         194400	       7.546853	           0.31
         198000	       7.650408	           0.31
         201600	       7.735087	           0.32
         205200	       7.904603	           0.33
         208800	       7.981048	           0.33
         212400	       8.199902	           0.34
         216000	       8.285731	           0.34
         219600	        8.36995	           0.35
         223200	       8.589013	           0.35
         226800	       8.705822	           0.36
         230400	       8.922112	           0.37
         234000	       9.024733	           0.37
         237600	       9.095938	           0.38
         241200	       9.261435	           0.38
         244800	       9.353886	           0.39
         248400	       9.428103	           0.39
         252000	       9.611675	            0.4
         255600	       9.698304	           0.41
         259200	       9.773772	           0.41
         262800	       9.979689	           0.42
         266400	       10.07843	           0.42
         270000	       10.15387	           0.43
         273600	       10.33775	           0.43
         277200	       10.43509	           0.44
         280800	       10.51081	           0.45
         284400	       10.72356	           0.45
         288000	       10.80162	           0.46
         291600	        10.8839	           0.46
         295200	       11.05133	           0.47
         298800	       11.13133	           0.47
         302400	       11.21344	           0.48
         306000	       14.17103	           0.49
         309600	       14.25274	           0.49
         313200	       14.33981	            0.5
         316800	       14.54944	            0.5
         320400	       14.65464	           0.51
         324000	       14.72962	           0.51
         327600	       14.91737	           0.52
         331200	       15.02323	           0.53
         334800	       15.21066	           0.53
         338400	       15.28967	           0.54
         342000	       15.36356	           0.54
         345600	       15.53121	           0.55
         349200	       15.61194	           0.55
         352800	       15.68353	           0.56
         356400	        15.8964	           0.57
         360000	        15.9976	           0.57
         363600	       16.09093	           0.58
         367200	       16.28063	           0.58
         370800	       16.40023	           0.59
         374400	       16.47758	           0.59
         378000	       16.65231	            0.6
         381600	       16.73423	           0.61
         385200	       16.81348	           0.61
         388800	       16.98694	           0.62
         392400	       17.09188	           0.62
         396000	       17.38198	           0.63
         399600	       17.49607	           0.63
         403200	       17.72327	           0.64
         406800	       17.82189	           0.64
         410400	       17.89902	           0.65
         414000	       18.08744	           0.66
         417600	       18.20032	           0.66
         421200	        18.4091	           0.67
         424800	       18.49635	           0.67
         428400	        18.5741	           0.68
         432000	       18.75818	           0.68
         435600	       18.85392	           0.69
         439200	        19.0991	            0.7
         442800	       19.20457	            0.7
         446400	       19.29332	           0.71
         450000	       19.48141	           0.71
         453600	       19.59266	           0.72
         457200	       19.66972	           0.72
         460800	       19.87136	           0.73
         464400	       19.95991	           0.74
         468000	       20.03947	           0.74
         471600	       20.24003	           0.75
         475200	         20.349	           0.75
         478800	       20.42775	           0.76
         482400	       20.61761	           0.76
         486000	       20.69505	           0.77
         489600	       20.77419	           0.78
         493200	       20.98865	           0.78
         496800	       21.10671	           0.79
         500400	       21.27963	           0.79
         504000	       21.35749	            0.8
         507600	       21.44388	            0.8
         511200	       21.64626	           0.81
         514800	       21.74639	           0.82
         518400	        21.8175	           0.82
         522000	       22.00572	           0.83
         525600	       22.11778	           0.83
         529200	       22.35124	           0.84
         532800	       22.46972	           0.84
         536400	         22.678	           0.85
         540000	       22.78778	           0.86
         543600	       22.86854	           0.86
         547200	       23.03219	           0.87
         550800	        23.1116	           0.87
         554400	       23.18846	           0.88
         558000	       23.37977	           0.88
         561600	       24.19757	           0.89
         565200	       24.29513	            0.9
         568800	       24.36942	            0.9
         572400	       24.54344	           0.91
         576000	       24.62551	           0.91
         579600	       24.72038	           0.92
         583200	       24.90412	           0.92
         586800	       24.99996	           0.93
         590400	       25.07831	           0.94
         594000	       25.26845	           0.94
         597600	       25.37674	           0.95
         601200	       25.45916	           0.95
         604800	       25.66622	           0.96
         608400	        25.7813	           0.96
         612000	       25.96398	           0.97
         615600	       26.06473	           0.98
         619200	       26.30278	           0.98
         622800	       26.40378	           0.99
         626400	       26.48541	           0.99
         630000	        26.7043	              1
         633600	       26.80427	              1
         637200	       26.87652	              1
         640800	       27.05571	              1
         644400	       27.17984	              1
         648000	       27.38649	              1
         651600	       27.47581	              1
         655200	       27.56866	              1
         658800	       27.75391	              1
         662400	       27.82956	            1.1
         666000	       27.92825	            1.1
         669600	       28.11866	            1.1
         673200	       28.22706	            1.1
         676800	       28.30353	            1.1
         680400	       28.46776	            1.1
         684000	       28.56674	            1.1
         687600	       28.64235	            1.1
         691200	       28.81382	            1.1
         694800	        28.8854	            1.1
         698400	       28.96339	            1.1
         702000	       29.13023	            1.1
         705600	       29.24329	            1.1
         709200	       29.32794	            1.1
         712800	       29.51488	            1.1
         716400	       29.60561	            1.1
         720000	        29.6925	            1.1
         723600	       29.92063	            1.1
         727200	       30.02351	            1.2
         730800	       30.09685	            1.2
         734400	       30.28797	            1.2
         738000	       30.37167	            1.2
         741600	       30.46178	            1.2
         745200	       30.62953	            1.2
         748800	       30.70891	            1.2
         752400	       30.78697	            1.2
         756000	       30.98061	            1.2
         759600	       31.10678	            1.2
         763200	       31.32983	            1.2
         766800	       31.42444	            1.2
         770400	       31.50183	            1.2
         774000	       31.69279	            1.2
         777600	       31.80648	            1.2
         781200	        31.9851	            1.2
         784800	       32.06308	            1.2
         788400	       32.15268	            1.3
         792000	       32.34879	            1.3
         795600	       32.45851	            1.3
         799200	       32.66277	            1.3
         802800	       32.74182	            1.3
         806400	       32.82014	            1.3
         810000	        33.0349	            1.3
         813600	       33.13801	            1.3
         817200	       33.21644	            1.3
         820800	       33.37767	            1.3
         824400	       33.45689	            1.3
         828000	       33.54381	            1.3
         831600	       33.74327	            1.3
         835200	       33.82272	            1.3
         838800	        33.9027	            1.3
         842400	       36.63061	            1.3
         846000	       36.71616	            1.3
         849600	        36.7902	            1.3
         853200	       37.00994	            1.4
         856800	       37.12276	            1.4
         860400	       37.20376	            1.4
         864000	       37.44197	            1.4
         867600	       37.55044	            1.4
         871200	       37.76974	            1.4
         874800	       37.85827	            1.4
         878400	       37.93993	            1.4
         882000	       38.12551	            1.4
         885600	       38.22578	            1.4
         889200	       38.29793	            1.4
         892800	        38.4681	            1.4
         896400	       38.55065	            1.4
         900000	       38.64394	            1.4
         903600	       38.90065	            1.4
         907200	       38.99239	            1.4
         910800	       39.07136	            1.4
         914400	       39.27656	            1.4
         918000	       39.37785	            1.5
         921600	       39.59533	            1.5
         925200	       39.70634	            1.5
         928800	        39.7868	            1.5
         932400	       39.97991	            1.5
         936000	       40.07858	            1.5
         939600	        40.1526	            1.5
         943200	       40.35854	            1.5
         946800	       40.45856	            1.5
         950400	       40.53829	            1.5
         954000	       40.77252	            1.5
         957600	       40.88747	            1.5
         961200	       40.96543	            1.5
         964800	       41.13475	            1.5
         968400	       41.21874	            1.5
         972000	       41.29919	            1.5
         975600	       41.51536	            1.5
         979200	       41.61167	            1.6
         982800	       41.68738	            1.6
         986400	        41.8776	            1.6
         990000	       41.98289	            1.6
         993600	       42.05909	            1.6
         997200	       42.25361	            1.6
        1000800	       42.34805	            1.6
        1004400	       42.44132	            1.6
        1008000	       42.61906	            1.6
        1011600	       42.69866	            1.6
        1015200	       42.78204	            1.6
        1018800	       42.96182	            1.6
        1022400	        43.0545	            1.6
        1026000	       43.12382	            1.6
        1029600	       43.33597	            1.6
        1033200	       43.43746	            1.6
        1036800	       43.51038	            1.6
        1040400	       43.70062	            1.6
        1044000	       43.79202	            1.7
        1047600	       43.87556	            1.7
        1051200	        44.0695	            1.7
        1054800	       44.15053	            1.7
        1058400	       44.23163	            1.7
        1062000	        44.4206	            1.7
        1065600	       44.52891	            1.7
        1069200	       45.29723	            1.7
        1072800	       45.37903	            1.7
        1076400	        45.4608	            1.7
        1080000	       45.62873	            1.7
        1083600	        45.7107	            1.7
        1087200	       45.80016	            1.7
        1090800	       46.01279	            1.7
        1094400	       46.10585	            1.7
        1098000	       46.19368	            1.7
        1101600	       46.42246	            1.7
        1105200	       46.53756	            1.8
        1108800	       46.72431	            1.8
        1112400	        46.8274	            1.8
        1116000	       46.90666	            1.8
        1119600	       47.08603	            1.8
        1123200	       47.19091	            1.8
        1126800	       47.28518	            1.8
        1130400	       47.51818	            1.8
        1134000	       47.62478	            1.8
        1137600	        47.7054	            1.8
        1141200	       47.91127	            1.8
        1144800	       48.01015	            1.8
        1148400	       48.08738	            1.8
        1152000	       48.27021	            1.8
        1155600	        48.3408	            1.8
        1159200	       48.43557	            1.8
        1162800	       48.60102	            1.8
        1166400	       48.68761	            1.8
        1170000	       48.76383	            1.9
        1173600	       48.94985	            1.9
        1177200	        49.0604	            1.9
        1180800	       49.13451	            1.9
        1184400	       49.34952	            1.9
        1188000	        49.4625	            1.9
        1191600	       49.53654	            1.9
        1195200	       49.77573	            1.9
        1198800	       49.87375	            1.9
        1202400	       49.95916	            1.9
        1206000	       50.12862	            1.9
        1209600	       50.20719	            1.9
        1213200	       50.29816	            1.9
        1216800	       50.50473	            1.9
        1220400	       50.60475	            1.9
        1224000	       50.68529	            1.9
        1227600	       50.88985	            1.9
        1231200	       51.00221	              2
        1234800	       51.08226	              2
        1238400	       51.27341	              2
        1242000	       51.37471	              2
        1245600	       51.45636	              2
        1249200	        51.6472	              2
        1252800	       51.73305	              2
        1256400	        51.8202	              2
        1260000	       52.02273	              2
        1263600	       52.11531	              2
        1267200	       52.20858	              2
        1270800	       52.42288	              2
        1274400	       52.50954	              2
        1278000	       52.58613	              2
        1281600	       52.78217	              2
        1285200	       52.89377	              2
        1288800	       53.06507	              2
        1292400	       53.13882	              2
        1296000	       53.22484	            2.1
        1299600	       53.40162	            2.1
        1303200	       53.48921	            2.1
        1306800	       53.57241	            2.1
        1310400	       53.77131	            2.1
        1314000	       53.87725	            2.1
        1317600	       53.96338	            2.1
        1321200	       54.18648	            2.1
        1324800	       54.28621	            2.1
        1328400	       54.36175	            2.1
        1332000	       54.53853	            2.1
        1335600	        54.6221	            2.1
        1339200	       54.71127	            2.1
        1342800	       54.90429	            2.1
        1346400	       54.99134	            2.1
        1350000	       55.66115	            2.1
        1353600	       55.75171	            2.1
        1357200	       55.82809	            2.2
        1360800	       56.01362	            2.2
        1364400	       56.10527	            2.2
        1368000	       56.18836	            2.2
        1371600	       56.36815	            2.2
        1375200	       56.44957	            2.2
        1378800	       56.52083	            2.2
        1382400	       56.72211	            2.2
        1386000	       59.74864	            2.2
        1389600	       59.83172	            2.2
        1393200	       59.92866	            2.2
        1396800	       60.15474	            2.2
        1400400	       60.26252	            2.2
        1404000	       60.34109	            2.2
        1407600	       60.52822	            2.2
        1411200	       60.61574	            2.2
        1414800	       60.70877	            2.2
        1418400	       60.91008	            2.2
        1422000	       61.01673	            2.3
        1425600	       61.09962	            2.3
        1429200	       61.32283	            2.3
        1432800	       61.42574	            2.3
        1436400	       61.50043	            2.3
        1440000	       61.68382	            2.3
        1443600	       61.77844	            2.3
        1447200	       61.98055	            2.3
        1450800	       62.05801	            2.3
        1454400	       62.14822	            2.3
        1458000	       62.34679	            2.3
        1461600	       62.47491	            2.3
        1465200	        62.6525	            2.3
        1468800	        62.7382	            2.3
        1472400	       62.81577	            2.3
        1476000	       63.00507	            2.3
        1479600	       63.12062	            2.3
        1483200	       63.19762	            2.4
        1486800	        63.3778	            2.4
        1490400	       63.45896	            2.4
        1494000	       63.55841	            2.4
        1497600	       63.75301	            2.4
        1501200	       63.83205	            2.4
        1504800	       63.90796	            2.4
        1508400	        64.1082	            2.4
        1512000	       64.20732	            2.4
        1515600	       64.28539	            2.4
        1519200	       64.49364	            2.4
        1522800	       64.57863	            2.4
        1526400	        64.6582	            2.4
        1530000	       64.83481	            2.4
        1533600	       64.91806	            2.4
        1537200	        65.0108	            2.4
        1540800	          65.21	            2.4
        1544400	       65.30163	            2.4
        1548000	       65.38065	            2.5
        1551600	       66.21734	            2.5
        1555200	       66.32775	            2.5
        1558800	       66.51705	            2.5
        1562400	       66.61148	            2.5
        1566000	        66.6983	            2.5
        1569600	       66.89776	            2.5
        1573200	       67.03085	            2.5
        1576800	       67.23223	            2.5
        1580400	       67.34211	            2.5
        1584000	       67.57859	            2.5
        1587600	       67.68243	            2.5
        1591200	       67.86726	            2.5
        1594800	       67.95541	            2.5
        1598400	       68.04713	            2.5
        1602000	       68.23487	            2.5
        1605600	       68.31003	            2.5
        1609200	       68.39489	            2.6
        1612800	       68.60328	            2.6
        1616400	       68.70243	            2.6
        1620000	        68.7768	            2.6
        1623600	       69.00882	            2.6
        1627200	       69.09938	            2.6
        1630800	       69.17782	            2.6
        1634400	       69.33961	            2.6
        1638000	       69.41934	            2.6
        1641600	       69.52847	            2.6
        1645200	       69.71788	            2.6
        1648800	       69.80635	            2.6
        1652400	       69.88443	            2.6
        1656000	       70.06195	            2.6
        1659600	       70.16951	            2.6
        1663200	       70.41218	            2.6
        1666800	       70.48997	            2.6
        1670400	       70.56731	            2.6
        1674000	        70.7532	            2.7
        1677600	       70.87161	            2.7
        1681200	       70.95091	            2.7
        1684800	       71.13709	            2.7
        1688400	       71.23144	            2.7
        1692000	       71.32462	            2.7
        1695600	       71.52277	            2.7
        1699200	       71.61082	            2.7
        1702800	       71.71393	            2.7
        1706400	       71.89591	            2.7
        1710000	       71.97205	            2.7
        1713600	       72.07268	            2.7
        1717200	       72.27209	            2.7
        1720800	       72.35254	            2.7
        1724400	        72.4352	            2.7
        1728000	       72.60653	            2.7
        1731600	       72.72843	            2.7
        1735200	       72.94112	            2.8
        1738800	       73.02218	            2.8
        1742400	       73.10335	            2.8
        1746000	       73.27673	            2.8
        1749600	       73.37397	            2.8
        1753200	       73.45779	            2.8
        1756800	       73.72071	            2.8
        1760400	        73.8461	            2.8
        1764000	       74.06898	            2.8
        1767600	       74.15825	            2.8
        1771200	       74.23091	            2.8
        1774800	       74.42567	            2.8
        1778400	        74.5247	            2.8
        1782000	       74.74442	            2.8
        1785600	        74.8571	            2.8
        1789200	       75.10436	            2.8
        1792800	       75.19679	            2.8
        1796400	       75.53132	            2.8
        1800000	       75.63366	            2.9
        1803600	       75.94176	            2.9
        1807200	       76.67312	            2.9
        1810800	       76.76364	            2.9
        1814400	       76.84913	            2.9
        1818000	       77.07702	            2.9
        1821600	       77.19838	            2.9
        1825200	       77.42745	            2.9
        1828800	       77.51837	            2.9
        1832400	       77.60553	            2.9
        1836000	       77.82512	            2.9
        1839600	       77.92506	            2.9
        1843200	       78.00436	            2.9
        1846800	       78.22515	            2.9
        1850400	       78.30616	            2.9
        1854000	       78.39343	            2.9
        1857600	       78.59361	            2.9
        1861200	       78.69642	              3
        1864800	       78.78302	              3
        1868400	       79.00714	              3
        1872000	       82.32782	              3
        1875600	        82.4855	              3
        1879200	       82.76857	              3
        1882800	        82.8714	              3
        1886400	       83.08097	              3
        1890000	       83.15742	              3
        1893600	       83.23533	              3
        1897200	       83.56068	              3
        1900800	       83.66141	              3
        1904400	       83.88786	              3
        1908000	       83.98064	              3
        1911600	       84.06141	              3
        1915200	       84.27967	              3
        1918800	       84.38126	              3
        1922400	       84.47277	              3
        1926000	       84.65622	            3.1
        1929600	         84.743	            3.1
        1933200	       84.82875	            3.1
        1936800	       85.05405	            3.1
        1940400	       85.15026	            3.1
        1944000	       85.23946	            3.1
        1947600	       85.42239	            3.1
        1951200	       85.53388	            3.1
        1954800	       85.61864	            3.1
        1958400	       85.81151	            3.1
        1962000	       85.90247	            3.1
        1965600	       86.14798	            3.1
        1969200	       86.25412	            3.1
        1972800	       86.34052	            3.1
        1976400	       86.55347	            3.1
        1980000	       87.25758	            3.1
        1983600	       87.37419	            3.1
        1987200	        87.6505	            3.2
        1990800	       87.74316	            3.2
        1994400	       87.82831	            3.2
        1998000	       87.99237	            3.2
        2001600	       88.08838	            3.2
        2005200	       88.17589	            3.2
        2008800	       88.39991	            3.2
        2012400	       88.50311	            3.2
        2016000	       88.58584	            3.2
        2019600	       88.80042	            3.2
        2023200	       88.89916	            3.2
        2026800	       88.97273	            3.2
        2030400	        89.1436	            3.2
        2034000	       89.23782	            3.2
        2037600	       89.32605	            3.2
        2041200	       89.51466	            3.2
        2044800	       89.59118	            3.2
        2048400	       89.67219	            3.2
        2052000	       89.86814	            3.3
        2055600	       89.98719	            3.3
        2059200	       90.19852	            3.3
        2062800	       90.34848	            3.3
        2066400	       90.57998	            3.3
        2070000	       90.69436	            3.3
        2073600	       90.90916	            3.3
        2077200	       90.99105	            3.3
        2080800	        91.0757	            3.3
        2084400	       91.35526	            3.3
        2088000	       91.43825	            3.3
        2091600	       91.70279	            3.3
        2095200	       91.77964	            3.3
        2098800	        92.0062	            3.3
        2102400	       92.10444	            3.3
        2106000	        92.1837	            3.3
        2109600	       92.36262	            3.3
        2113200	        92.4541	            3.4
        2116800	       92.65189	            3.4
        2120400	       92.72513	            3.4
        2124000	       92.80626	            3.4
        2127600	       93.00115	            3.4
        2131200	       93.09538	            3.4
        2134800	       93.18984	            3.4
        2138400	       93.42545	            3.4
        2142000	       93.53305	            3.4
        2145600	       93.72707	            3.4
        2149200	        93.8306	            3.4
        2152800	       94.01325	            3.4
        2156400	       94.09163	            3.4
        2160000	       94.90229	            3.4
        2163600	       94.99695	            3.4
        2167200	       95.07903	            3.4
        2170800	       95.27684	            3.4
        2174400	       95.35935	            3.4
        2178000	       95.43559	            3.5
        2181600	       95.61627	            3.5
        2185200	       95.70131	            3.5
        2188800	       95.80166	            3.5
        2192400	       96.06742	            3.5
        2196000	       96.16592	            3.5
        2199600	       96.34211	            3.5
        2203200	        96.4351	            3.5
        2206800	       96.52073	            3.5
        2210400	       96.69698	            3.5
        2214000	       96.77657	            3.5
        2217600	       96.86441	            3.5
        2221200	        97.0741	            3.5
        2224800	         97.629	            3.5
        2228400	       97.74927	            3.5
        2232000	       97.92902	            3.5
        2235600	        98.0203	            3.5
        2239200	       98.10109	            3.6
        2242800	       98.30654	            3.6
        2246400	       98.39633	            3.6
        2250000	       98.48288	            3.6
        2253600	        98.6709	            3.6
        2257200	       98.76637	            3.6
        2260800	       98.85208	            3.6
        2264400	       99.07129	            3.6
        2268000	       99.17855	            3.6
        2271600	       99.42933	            3.6
        2275200	        99.5357	            3.6
        2278800	       99.78403	            3.6
        2282400	       99.88169	            3.6
        2286000	       99.97112	            3.6
        2289600	         100.15	            3.6
        2293200	       100.2564	            3.6
        2296800	       100.3383	            3.6
        2300400	        100.543	            3.6
        2304000	       100.6525	            3.7
        2307600	       100.9042	            3.7
        2311200	       100.9984	            3.7
        2314800	        101.085	            3.7
        2318400	        101.266	            3.7
        2322000	       101.3489	            3.7
        2325600	       101.4257	            3.7
        2329200	       101.6174	            3.7
        2332800	       101.6968	            3.7
        2336400	       101.7785	            3.7
        2340000	       102.0174	            3.7
        2343600	         102.12	            3.7
        2347200	       104.7298	            3.7
        2350800	       104.8152	            3.7
        2354400	        104.904	            3.7
        2358000	       105.0922	            3.7
        2361600	        105.192	            3.7
        2365200	       105.2701	            3.8
        2368800	       105.5359	            3.8
        2372400	       105.6373	            3.8
        2376000	       105.7208	            3.8
        2379600	       105.8889	            3.8
        2383200	       105.9875	            3.8
        2386800	       106.0783	            3.8
        2390400	       106.4021	            3.8
        2394000	       106.4888	            3.8
        2397600	       106.5784	            3.8
        2401200	       106.8238	            3.8
        2404800	       106.9339	            3.8
        2408400	       107.0167	            3.8
        2412000	       107.1876	            3.8
        2415600	       107.2969	            3.8
        2419200	       107.5099	            3.8
        2422800	       107.5891	            3.8
        2426400	       107.6889	            3.8
        2430000	       108.3714	            3.9
        2433600	       108.4766	            3.9
        2437200	       108.7041	            3.9
        2440800	        108.797	            3.9
        2444400	       108.8992	            3.9
        2448000	       109.0722	            3.9
        2451600	       109.1554	            3.9
        2455200	       109.2477	            3.9
        2458800	       109.4143	            3.9
        2462400	       109.4955	            3.9
        2466000	       109.5799	            3.9
        2469600	       109.7831	            3.9
        2473200	       109.8904	            3.9
        2476800	       109.9733	            3.9
        2480400	       110.1709	            3.9
        2484000	       110.2623	            3.9
        2487600	       110.3468	            3.9
        2491200	        110.545	            3.9
        2494800	       110.6337	              4
        2498400	       110.7167	              4
        2502000	       110.8849	              4
        2505600	       110.9711	              4
        2509200	       111.0495	              4
        2512800	       111.2401	              4
        2516400	       111.3268	              4
        2520000	       111.4058	              4
        2523600	       111.6146	              4
        2527200	       111.7045	              4
        2530800	       111.8018	              4
        2534400	       111.9746	              4
        2538000	       112.0555	              4
        2541600	       112.1338	              4
        2545200	       112.3435	              4
        2548800	       112.4763	              4
        2552400	       112.7127	              4
        2556000	       112.8127	            4.1
        2559600	       113.0351	            4.1
        2563200	       113.1206	            4.1
        2566800	       113.1976	            4.1
        2570400	       113.3759	            4.1
        2574000	       113.4584	            4.1
        2577600	       113.5378	            4.1
        2581200	       113.7286	            4.1
        2584800	       113.8187	            4.1
        2588400	        113.903	            4.1
        2592000	        114.092	            4.1
        2595600	       114.1993	            4.1
        2599200	       114.2801	            4.1
        2602800	       114.4982	            4.1
        2606400	        114.592	            4.1
        2610000	       114.6731	            4.1
        2613600	       114.8571	            4.1
        2617200	       114.9853	            4.1
        2620800	       115.1615	            4.2
        2624400	       115.2454	            4.2
        2628000	        115.335	            4.2
        2631600	       115.5458	            4.2
        2635200	       115.6508	            4.2
        2638800	       115.8366	            4.2
        2642400	       115.9235	            4.2
        2646000	       116.0105	            4.2
        2649600	       116.2231	            4.2
        2653200	       116.3238	            4.2
        2656800	       116.4097	            4.2
        2660400	       116.5826	            4.2
        2664000	       116.6634	            4.2
        2667600	       116.7413	            4.2
        2671200	       116.9491	            4.2
        2674800	       117.0415	            4.2
        2678400	       117.1247	            4.2
        2682000	       117.3648	            4.3
        2685600	       117.4895	            4.3
        2689200	       117.7205	            4.3
        2692800	       117.8376	            4.3
        2696400	       118.0373	            4.3
        2700000	       118.1479	            4.3
        2703600	       118.6789	            4.3
        2707200	       118.7926	            4.3
        2710800	       119.0136	            4.3
        2714400	       119.1098	            4.3
        2718000	       119.1906	            4.3
        2721600	       119.3992	            4.3
        2725200	       119.5078	            4.3
        2728800	       119.5896	            4.3
        2732400	       119.7677	            4.3
        2736000	       119.8488	            4.3
        2739600	       119.9389	            4.3
        2743200	       120.1469	            4.3
        2746800	       120.2228	            4.4
        2750400	       120.3013	            4.4
        2754000	       120.4988	            4.4
        2757600	       120.5956	            4.4
        2761200	       120.8102	            4.4
        2764800	       120.9068	            4.4
        2768400	       121.1001	            4.4
        2772000	       121.1908	            4.4
        2775600	       121.2698	            4.4
        2779200	       121.4613	            4.4
        2782800	       121.5611	            4.4
        2786400	       121.6394	            4.4
        2790000	       121.8874	            4.4
        2793600	        122.013	            4.4
        2797200	       122.2333	            4.4
        2800800	         122.33	            4.4
        2804400	       122.5398	            4.4
        2808000	       122.6552	            4.5
        2811600	       122.8442	            4.5
        2815200	       122.9436	            4.5
        2818800	       123.0316	            4.5
        2822400	       123.2234	            4.5
        2826000	       123.3444	            4.5
        2829600	       123.5658	            4.5
        2833200	        123.659	            4.5
        2836800	       123.7391	            4.5
        2840400	       123.9585	            4.5
        2844000	       124.0615	            4.5
        2847600	       124.1439	            4.5
        2851200	       124.3204	            4.5
        2854800	       124.4111	            4.5
        2858400	       124.4944	            4.5
        2862000	       124.6886	            4.5
        2865600	       124.7663	            4.5
        2869200	       124.8415	            4.5
        2872800	       127.6505	            4.6
        2876400	       127.7339	            4.6
        2880000	       127.8269	            4.6
        2883600	       128.1571	            4.6
        2887200	       128.2708	            4.6
        2890800	       128.5184	            4.6
        2894400	       128.6088	            4.6
        2898000	       129.2913	            4.6
        2901600	       129.3662	            4.6
        2905200	        129.439	            4.6
        2908800	       129.6589	            4.6
        2912400	       129.7542	            4.6
        2916000	       129.8341	            4.6
        2919600	       130.0198	            4.6
        2923200	       130.1112	            4.6
        2926800	       130.1928	            4.6
        2930400	       130.3748	            4.6
        2934000	       130.4508	            4.7
        2937600	       130.5324	            4.7
        2941200	       130.7172	            4.7
        2944800	       130.7962	            4.7
        2948400	       130.8745	            4.7
        2952000	       131.0885	            4.7
        2955600	       131.2367	            4.7
        2959200	       131.4229	            4.7
        2962800	       131.5066	            4.7
        2966400	       131.6132	            4.7
        2970000	       131.8188	            4.7
        2973600	       131.9218	            4.7
        2977200	       132.0157	            4.7
        2980800	       132.1958	            4.7
        2984400	       132.2951	            4.7
        2988000	       132.3779	            4.7
        2991600	       132.5878	            4.7
        2995200	       132.6913	            4.7
        2998800	       132.7748	            4.8
        3002400	       132.9969	            4.8
        3006000	       133.0915	            4.8
        3009600	       133.1665	            4.8
        3013200	       133.3602	            4.8
        3016800	       133.4573	            4.8
        3020400	       133.6555	            4.8
        3024000	       133.7399	            4.8
        3027600	       133.8285	            4.8
        3031200	       134.0278	            4.8
        3034800	       134.1338	            4.8
        3038400	       134.3368	            4.8
        3042000	       134.4359	            4.8
        3045600	       134.5182	            4.8
        3049200	       134.7235	            4.8
        3052800	        134.873	            4.8
        3056400	       135.0621	            4.8
        3060000	       135.1484	            4.9
        3063600	       135.2428	            4.9
        3067200	       135.4436	            4.9
        3070800	       135.5237	            4.9
        3074400	       135.6303	            4.9
        3078000	       135.8239	            4.9
        3081600	       135.9148	            4.9
        3085200	       135.9958	            4.9
        3088800	       136.2123	            4.9
        3092400	       136.3014	            4.9
        3096000	        136.377	            4.9
        3099600	       136.5599	            4.9
        3103200	       136.6415	            4.9
        3106800	       136.7421	            4.9
        3110400	       136.9092	            4.9
        3114000	       137.0036	            4.9
        3117600	       137.0797	            4.9
        3121200	       137.2938	            4.9
        3124800	       137.4053	              5
        3128400	       137.6008	              5
        3132000	       137.6853	              5
        3135600	       137.7734	              5
        3139200	        137.945	              5
        3142800	       138.0661	              5
        3146400	       138.3175	              5
        3150000	        138.398	              5
        3153600	        138.489	              5
        3157200	       138.6838	              5
        3160800	       138.7738	              5
        3164400	       138.8618	              5
        3168000	       139.0729	              5
        3171600	       139.7052	              5
        3175200	       139.7841	              5
        3178800	        139.861	              5
        3182400	       140.0709	              5
        3186000	       140.1713	            5.1
        3189600	        140.248	            5.1
        3193200	        140.434	            5.1
        3196800	       140.5309	            5.1
        3200400	       140.6104	            5.1
        3204000	       140.8073	            5.1
        3207600	       140.8985	            5.1
        3211200	        140.979	            5.1
        3214800	       141.1785	            5.1
        3218400	       141.2783	            5.1
        3222000	       141.3526	            5.1
        3225600	       141.5177	            5.1
        3229200	        141.605	            5.1
        3232800	       141.6812	            5.1
        3236400	       141.8926	            5.1
        3240000	       141.9827	            5.1
        3243600	        142.057	            5.1
        3247200	       142.2388	            5.1
